,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points
0,https://www.pinnacle.com/en/Basketball/NBA/Los-Angeles-Clippers-vs-San-Antonio-Spurs/1289746151,False,0,223,2021-03-25 00:00:00+00:00,San Antonio Spurs,Los Angeles Clippers,Double-Double - Kawhi Leonard,over,3.23,0.5
1,https://www.pinnacle.com/en/Basketball/NBA/Los-Angeles-Clippers-vs-San-Antonio-Spurs/1289746151,False,0,-345,2021-03-25 00:00:00+00:00,San Antonio Spurs,Los Angeles Clippers,Double-Double - Kawhi Leonard,under,1.29,0.5
2,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-229,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,moneyline,Okk Novi Pazar,1.437,
3,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,141,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,moneyline,Kk Dynamic,2.41,
4,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-126,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,homeTotal,over,1.794,86.5
5,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-124,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,homeTotal,under,1.807,86.5
6,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-116,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,awayTotal,over,1.862,81.5
7,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-135,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,awayTotal,under,1.741,81.5
8,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-132,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,spread,Okk Novi Pazar,1.758,-4.5
9,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,-118,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,spread,Kk Dynamic,1.848,4.5
10,https://www.pinnacle.com/en/Basketball/Serbia - Nasa Liga/Kk-Dynamic-vs-Okk-Novi-Pazar/0,False,0,116,2021-03-24 00:00:00+00:00,Okk Novi Pazar,Kk Dynamic,spread,Okk Novi Pazar,2.16,-7.0
