,isProps,link,startTime,home,away,period,betType,price,points,designation,live
5333,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Blocked Shots - Harrison Barnes,30.0,3.5,over,False
5629,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,1.97,6.5,over,False
5925,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,2.29,7.5,over,False
6221,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,3.34,8.5,over,False
6517,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,5.36,9.5,over,False
6813,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,9.37,10.5,over,False
7109,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,15.0,11.5,over,False
7405,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Harrison Barnes,1.47,5.5,over,False
7701,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",1.88,26.5,over,False
7997,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",2.11,28.5,over,False
8293,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",2.4,30.5,over,False
8589,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",2.94,32.5,over,False
8885,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",3.66,34.5,over,False
9181,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",4.59,36.5,over,False
9477,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",5.72,38.5,over,False
9773,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",7.27,40.5,over,False
10069,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",1.56,24.5,over,False
10365,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,2.03,10.5,over,False
10661,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,2.5,11.5,over,False
10957,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,3.19,12.5,over,False
11253,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,4.32,13.5,over,False
11549,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,5.84,14.5,over,False
11845,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,7.94,15.5,over,False
12141,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,9.88,16.5,over,False
12437,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,17.39,17.5,over,False
12733,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,1.59,9.5,over,False
13029,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - Harrison Barnes,1.53,0.5,over,False
13325,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - Harrison Barnes,2.7,1.5,over,False
13621,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - Harrison Barnes,5.25,2.5,over,False
13917,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - Harrison Barnes,9.02,3.5,over,False
14213,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - Harrison Barnes,1.95,1.5,over,False
14509,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - Harrison Barnes,3.37,2.5,over,False
14805,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - Harrison Barnes,6.43,3.5,over,False
15101,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - Harrison Barnes,14.27,4.5,over,False
15397,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - Harrison Barnes,27.0,5.5,over,False
15693,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,1.77,25.5,over,False
15989,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,2.15,27.5,over,False
16285,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,2.77,29.5,over,False
16581,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,3.67,31.5,over,False
16877,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,4.92,33.5,over,False
17173,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,6.51,35.5,over,False
17469,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,8.26,37.5,over,False
17765,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,10.4,39.5,over,False
18061,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,1.51,23.5,over,False
18357,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,1.93,7.5,over,False
18653,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,2.05,8.5,over,False
18949,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,2.74,9.5,over,False
19245,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,4.08,10.5,over,False
19541,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,6.58,11.5,over,False
19837,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,1.46,6.5,over,False
20133,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Assists - De'Aaron Fox,1.19,5.5,over,False
20429,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Blocked Shots - De'Aaron Fox,2.1,0.5,over,False
20725,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Blocked Shots - De'Aaron Fox,4.25,1.5,over,False
21021,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Blocked Shots - De'Aaron Fox,7.0,2.5,over,False
21317,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Blocked Shots - De'Aaron Fox,25.0,3.5,over,False
21613,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,1.65,3.5,over,False
21909,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,1.75,4.5,over,False
22205,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,2.8,5.5,over,False
22501,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,4.38,6.5,over,False
22797,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,7.46,7.5,over,False
23093,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,13.42,8.5,over,False
23389,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,1.35,2.5,over,False
23685,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - De'Aaron Fox,32.89,9.5,over,False
23981,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",1.88,37.5,over,False
24277,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",2.11,39.5,over,False
24573,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",2.37,41.5,over,False
24869,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",2.95,43.5,over,False
25165,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",3.75,45.5,over,False
25461,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",4.8,47.5,over,False
25757,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",6.09,49.5,over,False
26053,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",7.55,51.5,over,False
26349,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",1.51,35.5,over,False
26645,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,1.57,11.5,over,False
26941,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,1.98,12.5,over,False
27237,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,2.38,13.5,over,False
27533,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,2.98,14.5,over,False
27829,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,3.95,15.5,over,False
28125,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,5.27,16.5,over,False
28421,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,6.9,17.5,over,False
28717,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,9.02,18.5,over,False
29013,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,10.7,19.5,over,False
29309,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - De'Aaron Fox,1.32,0.5,over,False
29605,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - De'Aaron Fox,2.19,1.5,over,False
29901,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - De'Aaron Fox,4.75,2.5,over,False
30197,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Steals - De'Aaron Fox,6.05,3.5,over,False
30493,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - De'Aaron Fox,1.64,1.5,over,False
30789,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - De'Aaron Fox,2.5,2.5,over,False
31085,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - De'Aaron Fox,5.67,3.5,over,False
31381,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - De'Aaron Fox,13.66,4.5,over,False
31677,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Made 3 Point Shots - De'Aaron Fox,23.0,5.5,over,False
31973,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Buddy Hield,1.87,18.5,over,False
32269,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Buddy Hield,2.22,20.5,over,False
32565,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Buddy Hield,2.9,22.5,over,False
