,link,period,home,away,startTime,betType,price,points,designation,live
0,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.25,0.0,John Collins (ATL) To Score 20+ Points,True
1,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.3,0.0,Buddy Hield (SAC) To Score 20+ Points,True
2,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.3,0.0,Dejounte Murray (SAS) To Score 20+ Points,True
3,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.3,0.0,Gordon Hayward (CHA) To Score 20+ Points,True
4,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.3,0.0,LaMelo Ball (CHA) To Score 20+ Points,True
5,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.55,0.0,Dennis Schroder (LAL) To Score 20+ Points,True
6,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.55,0.0,Jrue Holiday (MIL) To Score 20+ Points,True
7,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,2.875,0.0,Trae Young (ATL) To Score 30+ Points,True
8,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,3.25,0.0,Paul George (LAC) To Score 30+ Points,True
9,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,4.5,0.0,Tobias Harris (PHI) To Score 30+ Points,True
10,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.0,0.0,Buddy Hield (SAC) & Dejounte Murray (SAS) Both To Score 20+ Points,True
11,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.0,0.0,Dejounte Murray (SAS) & LaMelo Ball (CHA) Both To Score 20+ Points,True
12,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.0,0.0,Ja Morant (MEM) To Score 30+ Points,True
13,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.0,0.0,John Collins (ATL) & Buddy Hield (SAC) Both To Score 20+ Points,True
14,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.0,0.0,John Collins (ATL) & Dejounte Murray (SAS) Both To Score 20+ Points,True
15,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.0,0.0,John Collins (ATL) & LaMelo Ball (CHA) Both To Score 20+ Points,True
16,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.5,0.0,Giannis Antetokounmpo (MIL) To Score 40+ Points,True
17,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,5.5,0.0,John Collins (ATL) & Jrue Holiday (MIL) Both To Score 20+ Points,True
18,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,6.0,0.0,Khris Middleton (MIL) To Score 30+ Points,True
19,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,6.5,0.0,Dennis Schroder (LAL) & Jrue Holiday (MIL) Both To Score 20+ Points,True
20,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,6.5,0.0,Jordan Poole (GSW) To Score 30+ Points,True
21,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,8.0,0.0,Andrew Wiggins (GSW) To Score 30+ Points,True
22,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,8.0,0.0,LeBron James (LAL) To Score 40+ Points,True
23,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,9.0,0.0,De'Aaron Fox (SAC) To Score 40+ Points,True
24,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,9.0,0.0,Giannis Antetokounmpo (MIL) To Score 45+ Points,True
25,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,9.0,0.0,Trae Young (ATL) & Paul George (LAC) Both To Score 30+ Points,True
26,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,10.0,0.0,Kawhi Leonard (LAC) To Score 40+ Points,True
27,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,11.0,0.0,"John Collins (ATL), Buddy Hield (SAC) & Dejounte Murray (SAS) All To Score 20+ Points",True
28,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,11.0,0.0,"John Collins (ATL), Dejounte Murray (SAS) & LaMelo Ball (CHA) All To Score 20+ Points",True
29,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,13.0,0.0,"Buddy Hield (SAC), Dejounte Murray (SAS) & Jrue Holiday (MIL) All To Score 20+ Points",True
30,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,13.0,0.0,"Buddy Hield (SAC), LaMelo Ball (CHA) & Dennis Schroder (LAL) All To Score 20+ Points",True
31,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,13.0,0.0,"Dejounte Murray (SAS), Gordon Hayward (CHA) & Dennis Schroder (LAL) All To Score 20+ Points",True
32,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,13.0,0.0,"LaMelo Ball (CHA), Gordon Hayward (CHA) & Dennis Schroder (LAL) All To Score 20+ Points",True
33,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,13.0,0.0,Tobias Harris (PHI) & Paul George (LAC) Both To Score 30+ Points,True
34,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,13.0,0.0,Trae Young (ATL) & Tobias Harris (PHI) Both To Score 30+ Points,True
35,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,15.0,0.0,"Gordon Hayward (CHA), Dennis Schroder (LAL) & Jrue Holiday (MIL) All To Score 20+ Points",True
36,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,17.0,0.0,Trae Young (ATL) & Khris Middleton (MIL) Both To Score 30+ Points,True
37,https://sports.betway.com/en/sports/evt/7374347,0,,,2021-03-20 00:00:00+00:00,Points,21.0,0.0,Trae Young (ATL) & Andrew Wiggins (GSW) Both To Score 30+ Points,True
