,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points
0,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Clippers/1287821840,False,0,-130,2021-03-23 00:00:00+00:00,Los Angeles Clippers,Atlanta Hawks,Total Points - Trae Young,over,1.77,23.5
1,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Clippers/1287821840,False,0,-101,2021-03-23 00:00:00+00:00,Los Angeles Clippers,Atlanta Hawks,Total Points - Trae Young,under,1.99,23.5
2,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,-180,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Made 3 Point Shots - Shai Gilgeous-Alexander,over,1.556,1.5
3,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,132,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Made 3 Point Shots - Shai Gilgeous-Alexander,under,2.32,1.5
4,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,-125,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Points - John Wall,over,1.8,21.5
5,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,-106,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Points - John Wall,under,1.943,21.5
6,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Clippers/1287821840,False,0,123,2021-03-23 00:00:00+00:00,Los Angeles Clippers,Atlanta Hawks,Total Made 3 Point Shots - Reggie Jackson,over,2.23,1.5
7,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Clippers/1287821840,False,0,-166,2021-03-23 00:00:00+00:00,Los Angeles Clippers,Atlanta Hawks,Total Made 3 Point Shots - Reggie Jackson,under,1.603,1.5
8,https://www.pinnacle.com/en/Basketball/NCAA/USC-vs-Kansas/1288738456,False,0,108,2021-03-23 00:00:00+00:00,Kansas,USC,Total Made 3 Point Shots - Ochai Agbaji,over,2.08,2.5
9,https://www.pinnacle.com/en/Basketball/NCAA/USC-vs-Kansas/1288738456,False,0,-144,2021-03-23 00:00:00+00:00,Kansas,USC,Total Made 3 Point Shots - Ochai Agbaji,under,1.694,2.5
10,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,110,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Blocks and Steals - Buddy Hield,over,2.1,1.5
11,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,-146,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Blocks and Steals - Buddy Hield,under,1.685,1.5
12,https://www.pinnacle.com/en/Basketball/NCAA/Bellarmine-vs-Army/0,False,0,106,2021-03-23 00:00:00+00:00,Army,Bellarmine,moneyline,Army,2.06,
13,https://www.pinnacle.com/en/Basketball/NCAA/Bellarmine-vs-Army/0,False,0,-123,2021-03-23 00:00:00+00:00,Army,Bellarmine,moneyline,Bellarmine,1.813,
