,isProps,link,startTime,home,away,period,betType,price,points,designation,live
4527,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,2.18,5.5,over,False
4765,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,3.09,6.5,over,False
5003,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,4.81,7.5,over,False
5241,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,8.18,8.5,over,False
5479,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,17.7,9.5,over,False
5717,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,28.9,10.5,over,False
5955,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,1.47,3.5,over,False
6193,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",1.89,30.5,over,False
6431,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",2.12,32.5,over,False
6669,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",2.39,34.5,over,False
6907,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",2.68,36.5,over,False
7145,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",3.36,38.5,over,False
7383,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",4.3,40.5,over,False
7621,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",5.49,42.5,over,False
7859,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",7.13,44.5,over,False
8097,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",1.4,28.5,over,False
8335,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,1.85,7.5,over,False
8573,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,2.23,8.5,over,False
8811,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,2.79,9.5,over,False
9049,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,3.72,10.5,over,False
9287,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,5.01,11.5,over,False
9525,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,6.64,12.5,over,False
9763,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,8.79,13.5,over,False
10001,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,10.55,14.5,over,False
10239,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,1.48,6.5,over,False
10477,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,1.75,0.5,over,False
10715,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,3.35,1.5,over,False
10953,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,6.0,2.5,over,False
11191,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,14.15,3.5,over,False
11429,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,2.2,2.5,over,False
11667,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,4.37,3.5,over,False
11905,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,10.22,4.5,over,False
12143,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,22.0,5.5,over,False
12381,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,46.0,6.5,over,False
12619,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,1.3,1.5,over,False
12857,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,1.86,10.5,over,False
13095,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,2.24,12.5,over,False
13333,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,3.04,14.5,over,False
13571,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,4.26,16.5,over,False
13809,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,5.97,18.5,over,False
14047,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,8.33,20.5,over,False
14285,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,15.15,22.5,over,False
14523,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,1.48,8.5,over,False
14761,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,2.24,3.5,over,False
14999,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,2.37,4.5,over,False
15237,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,2.82,5.5,over,False
15475,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,4.0,6.5,over,False
15713,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,6.08,7.5,over,False
15951,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,1.45,2.5,over,False
16189,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,1.25,0.5,over,False
16427,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,2.5,1.5,over,False
16665,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,4.95,2.5,over,False
16903,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,10.0,3.5,over,False
17141,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,1.81,9.5,over,False
17379,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,1.92,10.5,over,False
17617,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,2.34,11.5,over,False
17855,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,3.29,12.5,over,False
18093,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,5.06,13.5,over,False
18331,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,8.45,14.5,over,False
18569,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,17.92,15.5,over,False
18807,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,28.65,16.5,over,False
19045,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,1.38,8.5,over,False
19283,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",1.84,23.5,over,False
19521,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",2.07,25.5,over,False
19759,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",2.32,27.5,over,False
19997,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",2.94,29.5,over,False
20235,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",3.9,31.5,over,False
20473,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",5.2,33.5,over,False
20711,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",6.81,35.5,over,False
20949,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",8.92,37.5,over,False
21187,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Mason Plumlee",1.37,21.5,over,False
21425,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,1.64,13.5,over,False
21663,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,2.05,14.5,over,False
21901,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,2.43,15.5,over,False
22139,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,2.98,16.5,over,False
22377,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,3.87,17.5,over,False
22615,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,5.05,18.5,over,False
22853,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,6.5,19.5,over,False
23091,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,8.43,20.5,over,False
23329,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Mason Plumlee,1.4,12.5,over,False
23567,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Mason Plumlee,1.68,0.5,over,False
23805,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Mason Plumlee,3.2,1.5,over,False
24043,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Mason Plumlee,5.6,2.5,over,False
24281,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Mason Plumlee,12.19,3.5,over,False
24519,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,1.92,13.5,over,False
24757,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,2.23,15.5,over,False
24995,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,3.01,17.5,over,False
25233,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,4.19,19.5,over,False
25471,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,5.84,21.5,over,False
25709,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,7.82,23.5,over,False
25947,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,9.73,25.5,over,False
26185,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,11.79,27.5,over,False
26423,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Saddiq Bey,1.48,11.5,over,False
26661,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Saddiq Bey,3.62,2.5,over,False
26899,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Saddiq Bey,7.13,3.5,over,False
27137,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Saddiq Bey,12.63,4.5,over,False
27375,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Saddiq Bey,19.84,5.5,over,False
27613,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Saddiq Bey,2.85,0.5,over,False
27851,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Saddiq Bey,5.5,1.5,over,False
28089,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Saddiq Bey,10.0,2.5,over,False
