,isProps,link,startTime,home,away,period,betType,price,points,designation,live
4690,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Nikola Jokic,5.44,14.5,over,False
5002,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Nikola Jokic,9.12,15.5,over,False
5314,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Nikola Jokic,19.65,16.5,over,False
5626,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Nikola Jokic,30.77,17.5,over,False
5938,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Nikola Jokic,1.3,9.5,over,False
6250,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",1.85,45.5,over,False
6562,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",2.08,47.5,over,False
6874,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",2.33,49.5,over,False
7186,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",2.62,51.5,over,False
7498,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",2.95,53.5,over,False
7810,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",3.32,55.5,over,False
8122,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",3.73,57.5,over,False
8434,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",4.31,59.5,over,False
8746,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Nikola Jokic",1.41,43.5,over,False
9058,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,1.52,19.5,over,False
9370,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,1.85,20.5,over,False
9682,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,2.14,21.5,over,False
9994,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,2.57,22.5,over,False
10306,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,3.26,23.5,over,False
10618,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,4.19,24.5,over,False
10930,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,5.39,25.5,over,False
11242,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,6.81,26.5,over,False
11554,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Nikola Jokic,8.33,27.5,over,False
11866,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Nikola Jokic,1.22,0.5,over,False
12178,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Nikola Jokic,1.9,1.5,over,False
12490,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Nikola Jokic,4.26,2.5,over,False
12802,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Nikola Jokic,5.39,3.5,over,False
13114,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Nikola Jokic,2.13,1.5,over,False
13426,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Nikola Jokic,2.98,2.5,over,False
13738,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Nikola Jokic,6.43,3.5,over,False
14050,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Nikola Jokic,16.56,4.5,over,False
14362,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Nikola Jokic,30.0,5.5,over,False
14674,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,2.17,5.5,over,False
14986,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,3.06,6.5,over,False
15298,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,5.11,7.5,over,False
15610,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,9.08,8.5,over,False
15922,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,16.26,9.5,over,False
16234,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,1.48,4.5,over,False
16546,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Jamal Murray,1.13,3.5,over,False
16858,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Jamal Murray,2.1,0.5,over,False
17170,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Jamal Murray,4.25,1.5,over,False
17482,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Jamal Murray,7.0,2.5,over,False
17794,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Jamal Murray,25.0,3.5,over,False
18106,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,1.82,3.5,over,False
18418,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,2.15,4.5,over,False
18730,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,2.98,5.5,over,False
19042,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,4.54,6.5,over,False
19354,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,7.51,7.5,over,False
19666,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,15.0,8.5,over,False
19978,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,25.45,9.5,over,False
20290,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Jamal Murray,1.3,2.5,over,False
20602,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,2.11,9.5,over,False
20914,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,2.68,10.5,over,False
21226,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,3.54,11.5,over,False
21538,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,4.96,12.5,over,False
21850,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,6.81,13.5,over,False
22162,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,8.82,14.5,over,False
22474,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,10.52,15.5,over,False
22786,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,12.32,16.5,over,False
23098,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Jamal Murray,1.6,8.5,over,False
23410,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Jamal Murray,1.22,0.5,over,False
23722,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Jamal Murray,1.9,1.5,over,False
24034,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Jamal Murray,4.26,2.5,over,False
24346,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Steals - Jamal Murray,5.39,3.5,over,False
24658,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Jamal Murray,1.64,2.5,over,False
24970,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Jamal Murray,1.74,3.5,over,False
25282,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Jamal Murray,3.07,4.5,over,False
25594,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Jamal Murray,5.33,5.5,over,False
25906,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Jamal Murray,10.73,6.5,over,False
26218,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Made 3 Point Shots - Jamal Murray,1.37,1.5,over,False
26530,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Will Barton,1.7,3.5,over,False
26842,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Will Barton,1.8,4.5,over,False
27154,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Will Barton,3.46,5.5,over,False
27466,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Will Barton,6.22,6.5,over,False
27778,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Will Barton,11.14,7.5,over,False
28090,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Assists - Will Barton,1.26,2.5,over,False
28402,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Will Barton,2.1,0.5,over,False
28714,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Will Barton,4.25,1.5,over,False
29026,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Will Barton,7.0,2.5,over,False
29338,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Blocked Shots - Will Barton,25.0,3.5,over,False
29650,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Will Barton,1.97,4.5,over,False
29962,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Will Barton,2.92,5.5,over,False
30274,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Will Barton,4.88,6.5,over,False
30586,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Will Barton,8.73,7.5,over,False
30898,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Will Barton,15.82,8.5,over,False
31210,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds - Will Barton,1.46,3.5,over,False
31522,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",1.82,23.5,over,False
31834,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",2.05,25.5,over,False
32146,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",2.3,27.5,over,False
32458,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",2.71,29.5,over,False
32770,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",3.58,31.5,over,False
33082,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",4.77,33.5,over,False
33394,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",6.31,35.5,over,False
33706,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",8.03,37.5,over,False
34018,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,"Total Points, Rebounds and Assists - Will Barton",1.34,21.5,over,False
34330,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,1.81,8.5,over,False
34642,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,2.24,9.5,over,False
34954,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,2.91,10.5,over,False
35266,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,4.05,11.5,over,False
35578,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,5.66,12.5,over,False
35890,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,7.62,13.5,over,False
36202,True,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Rebounds and Assists - Will Barton,9.56,14.5,over,False
