,link,period,home,away,startTime,betType,price,points,designation,live
0,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,1.444,0.0,Jimmy Butler (MIA) To Score 20+ Points,False
1,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,1.6,0.0,Bradley Beal (WSH) To Score 30+ Points,False
2,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,1.7,0.0,Jamal Murray (DEN) To Score 20+ Points,False
3,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,1.87,0.0,CJ McCollum (POR) To Score 20+ Points,False
4,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,1.87,0.0,Damian Lillard (POR) To Score 30+ Points,False
5,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.0,0.0,Dennis Schroder (LAL) To Score 20+ Points,False
6,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.1,0.0,Bam Adebayo (MIA) To Score 20+ Points,False
7,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.1,0.0,Kyle Kuzma (LAL) To Score 20+ Points,False
8,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.4,0.0,Jimmy Butler (MIA) & Jamal Murray (DEN) Both To Score 20+ Points,False
9,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.45,0.0,Michael Porter Jr (DEN) To Score 20+ Points,False
10,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.5,0.0,Nikola Jokic (DEN) To Score 30+ Points,False
11,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.625,0.0,Jimmy Butler (MIA) & CJ McCollum (POR) Both To Score 20+ Points,False
12,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.65,0.0,Zion Williamson (NOP) To Score 30+ Points,False
13,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.7,0.0,Devin Booker (PHX) To Score 30+ Points,False
14,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.7,0.0,Russell Westbrook (WSH) To Score 30+ Points,False
15,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,2.875,0.0,Jimmy Butler (MIA) & Dennis Schroder (LAL) Both To Score 20+ Points,False
16,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,3.0,0.0,Bradley Beal (WSH) & Damian Lillard (POR) Both To Score 30+ Points,False
17,https://sports.betway.com/en/sports/evt/7389355,0,,,2021-03-23 00:00:00+00:00,Points,3.0,0.0,Jamal Murray (DEN) & CJ McCollum (POR) Both To Score 20+ Points,False
