,link,price.BodogOld,startTime,home,away,period,betType,price,points,designation,live,isProps
0,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,+625,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,moneyline,7.25,0.0,NC Greensboro (#13),True,False
1,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,-1400,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,moneyline,1.0714285714285714,0.0,Florida State (#4),True,False
2,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,-125,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,spread,1.8,6.5,NC Greensboro (#13),True,False
3,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,-105,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,spread,1.9523809523809523,-6.5,Florida State (#4),True,False
4,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,-135,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,total,1.7407407407407407,119.5,over,True,False
5,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,EVEN,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,total,2.0,119.5,under,True,False
6,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,-115,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,Odd/Even Total Points,1.8695652173913042,0.0,Even,True,False
7,https://www.bodog.eu/sports/basketball/college-basketball/nc-greensboro-13-florida-state-4-202103201245,-115,2021-03-20 00:00:00+00:00,Florida State (#4),NC Greensboro (#13),0,Odd/Even Total Points,1.8695652173913042,0.0,Odd,True,False
8,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+110,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,moneyline,2.1,0.0,Eastern Washington (#14),True,False
9,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-145,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,moneyline,1.6896551724137931,0.0,Kansas (#3),True,False
10,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-115,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.8695652173913042,1.5,Eastern Washington (#14),True,False
11,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-115,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.8695652173913042,-1.5,Kansas (#3),True,False
12,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-120,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.8333333333333335,166.5,over,True,False
13,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-110,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.9090909090909092,166.5,under,True,False
14,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+130,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,2.3,-1.5,Eastern Washington (#14),True,False
15,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-180,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.5555555555555556,1.5,Kansas (#3),True,False
16,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+205,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,3.05,-3.5,Eastern Washington (#14),True,False
17,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-285,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.3508771929824561,3.5,Kansas (#3),True,False
18,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-250,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.4,4.5,Eastern Washington (#14),True,False
19,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+175,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,2.75,-4.5,Kansas (#3),True,False
20,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+300,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,4.0,-5.5,Eastern Washington (#14),True,False
21,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-475,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.2105263157894737,5.5,Kansas (#3),True,False
22,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-450,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.2222222222222223,6.5,Eastern Washington (#14),True,False
23,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+285,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,3.85,-6.5,Kansas (#3),True,False
24,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+550,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,6.5,-8.5,Eastern Washington (#14),True,False
25,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-1000,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.1,8.5,Kansas (#3),True,False
26,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-700,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.1428571428571428,8.5,Eastern Washington (#14),True,False
27,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+400,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,5.0,-8.5,Kansas (#3),True,False
28,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-1800,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.0555555555555556,11.5,Eastern Washington (#14),True,False
29,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+725,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,8.25,-11.5,Kansas (#3),True,False
30,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+1000,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,11.0,-13.5,Eastern Washington (#14),True,False
31,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-5000,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,spread,1.02,13.5,Kansas (#3),True,False
32,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-6600,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.0151515151515151,151.5,over,True,False
33,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+1000,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,11.0,151.5,under,True,False
34,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-1100,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.0909090909090908,156.5,over,True,False
35,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+575,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,6.75,156.5,under,True,False
36,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-335,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.2985074626865671,161.5,over,True,False
37,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+240,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,3.4,161.5,under,True,False
38,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+215,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,3.15,171.5,over,True,False
39,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-290,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.3448275862068966,171.5,under,True,False
40,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+425,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,5.25,176.5,over,True,False
41,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-800,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.125,176.5,under,True,False
42,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+750,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,8.5,181.5,over,True,False
43,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-2000,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,total,1.05,181.5,under,True,False
44,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-115,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,awayTotal,1.8695652173913042,83.5,over,True,False
45,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-125,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,awayTotal,1.8,83.5,under,True,False
46,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-125,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,homeTotal,1.8,83.5,over,True,False
47,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-125,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,homeTotal,1.8,83.5,under,True,False
48,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-115,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,Odd/Even Total Points,1.8695652173913042,0.0,Even,True,False
49,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-115,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,Odd/Even Total Points,1.8695652173913042,0.0,Odd,True,False
50,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,+700,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,Will the game go to Overtime?,8.0,0.0,Yes,True,False
51,https://www.bodog.eu/sports/basketball/college-basketball/eastern-washington-14-kansas-3-202103201315,-1800,2021-03-20 00:00:00+00:00,Kansas (#3),Eastern Washington (#14),0,Will the game go to Overtime?,1.0555555555555556,0.0,No,True,False
52,https://www.bodog.eu/sports/basketball/college-basketball/st-bonaventure-9-lsu-8-202103201345,-140,2021-03-20 00:00:00+00:00,LSU (#8),St. Bonaventure (#9),24,moneyline,1.7142857142857144,0.0,St. Bonaventure (#9),True,False
