,link,period,home,away,startTime,betType,price,points,designation,live
0,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,Win/Draw/Win,1.408,0.0,Pittsburgh Penguins,True
1,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,moneyline,1.175,0.0,Pittsburgh Penguins,True
2,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,total,2.65,5.5,over,True
3,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,4th Goal,1.87,0.0,Pittsburgh Penguins,True
4,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,spread,2.2,-1.5,Pittsburgh Penguins,True
5,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,Double Chance,1.061,0.0,Away & Draw,True
6,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,awayTotal,1.69,3.0,over,True
7,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,homeTotal,1.952,2.0,over,True
8,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,total,1.244,4.5,over,True
9,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,total,1.571,5.0,over,True
10,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,total,1.098,4.0,over,True
11,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,total,3.35,6.0,over,True
12,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,Winning Margin,2.85,0.0,Pittsburgh Penguins by 1,True
13,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,Winning Margin,3.55,0.0,Pittsburgh Penguins by 2,True
14,https://sports.betway.com/en/sports/evt/7362791,0,New Jersey Devils,Pittsburgh Penguins,2021-03-20 00:00:00+00:00,Winning Margin,7.0,0.0,Pittsburgh Penguins by 3,True
