,id_old,status_new,status_old,status,home,away,points,betType,startTime,price,designation,period,live,link
0,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,0,moneyline,2021-03-22 00:00:00+00:00,2.4,Columbus Blue Jackets,0,False,https://www.coolbet.com/ca/sports/match/1552906
1,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,0,moneyline,2021-03-22 00:00:00+00:00,1.6,Carolina Hurricanes,0,False,https://www.coolbet.com/ca/sports/match/1552906
2,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,2.5,total,2021-03-22 00:00:00+00:00,1.07,over,6,False,https://www.coolbet.com/ca/sports/match/1552906
3,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,2.5,total,2021-03-22 00:00:00+00:00,8,under,6,False,https://www.coolbet.com/ca/sports/match/1552906
4,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,3.5,total,2021-03-22 00:00:00+00:00,1.18,over,6,False,https://www.coolbet.com/ca/sports/match/1552906
5,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,3.5,total,2021-03-22 00:00:00+00:00,4.7,under,6,False,https://www.coolbet.com/ca/sports/match/1552906
6,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,4.5,total,2021-03-22 00:00:00+00:00,1.45,over,6,False,https://www.coolbet.com/ca/sports/match/1552906
7,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,4.5,total,2021-03-22 00:00:00+00:00,2.75,under,6,False,https://www.coolbet.com/ca/sports/match/1552906
8,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,5.5,total,2021-03-22 00:00:00+00:00,1.9100000000000001,over,6,False,https://www.coolbet.com/ca/sports/match/1552906
9,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,5.5,total,2021-03-22 00:00:00+00:00,1.94,under,6,False,https://www.coolbet.com/ca/sports/match/1552906
10,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,6.5,total,2021-03-22 00:00:00+00:00,2.7,over,6,False,https://www.coolbet.com/ca/sports/match/1552906
11,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,6.5,total,2021-03-22 00:00:00+00:00,1.47,under,6,False,https://www.coolbet.com/ca/sports/match/1552906
12,1552906,OPEN,OPEN,OPEN,Columbus Blue Jackets,Carolina Hurricanes,7.5,total,2021-03-22 00:00:00+00:00,3.9,over,6,False,https://www.coolbet.com/ca/sports/match/1552906
