,isProps,link,startTime,home,away,period,betType,price,points,designation,live
4982,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Assists Over/Under 1.5,18.0,1.5,over,False
5231,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Points Over/Under 0.5,1.53,0.5,over,False
5480,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Points Over/Under 1.5,3.26,1.5,over,False
5729,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Points Over/Under 2.5,9.37,2.5,over,False
5978,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Points Over/Under 3.5,30.0,3.5,over,False
6227,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Points Over/Under 4.5,75.0,4.5,over,False
6476,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Shots on goal Over/Under 2.5,1.6,2.5,over,False
6725,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Shots on goal Over/Under 3.5,2.25,3.5,over,False
6974,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Shots on goal Over/Under 4.5,3.65,4.5,over,False
7223,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Shots on goal Over/Under 5.5,6.63,5.5,over,False
7472,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Shots on goal Over/Under 6.5,12.82,6.5,over,False
7721,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Dustin Brown Total Shots on goal Over/Under 1.5,1.35,1.5,over,False
7970,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Goals Over/Under 0.5,3.5,0.5,over,False
8219,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Goals Over/Under 1.5,14.0,1.5,over,False
8468,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Goals Over/Under 2.5,70.0,2.5,over,False
8717,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Assists Over/Under 0.5,3.0,0.5,over,False
8966,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Assists Over/Under 1.5,15.0,1.5,over,False
9215,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Points Over/Under 0.5,1.61,0.5,over,False
9464,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Points Over/Under 1.5,4.19,1.5,over,False
9713,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Points Over/Under 2.5,13.74,2.5,over,False
9962,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Points Over/Under 3.5,35.0,3.5,over,False
10211,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Points Over/Under 4.5,81.0,4.5,over,False
10460,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Shots on goal Over/Under 2.5,1.96,2.5,over,False
10709,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Shots on goal Over/Under 3.5,2.67,3.5,over,False
10958,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Shots on goal Over/Under 4.5,4.43,4.5,over,False
11207,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Shots on goal Over/Under 5.5,8.01,5.5,over,False
11456,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Shots on goal Over/Under 6.5,14.88,6.5,over,False
11705,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Adrian Kempe Total Shots on goal Over/Under 1.5,1.37,1.5,over,False
11954,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Goals Over/Under 0.5,5.0,0.5,over,False
12203,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Goals Over/Under 1.5,20.0,1.5,over,False
12452,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Goals Over/Under 2.5,100.0,2.5,over,False
12701,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Assists Over/Under 0.5,2.0,0.5,over,False
12950,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Assists Over/Under 1.5,6.0,1.5,over,False
13199,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Points Over/Under 0.5,1.61,0.5,over,False
13448,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Points Over/Under 1.5,4.19,1.5,over,False
13697,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Points Over/Under 2.5,13.74,2.5,over,False
13946,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Points Over/Under 3.5,35.0,3.5,over,False
14195,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Points Over/Under 4.5,81.0,4.5,over,False
14444,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Shots on goal Over/Under 1.5,1.74,1.5,over,False
14693,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Shots on goal Over/Under 2.5,3.01,2.5,over,False
14942,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Shots on goal Over/Under 3.5,5.85,3.5,over,False
15191,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Shots on goal Over/Under 4.5,11.19,4.5,over,False
15440,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Drew Doughty Total Shots on goal Over/Under 5.5,19.08,5.5,over,False
15689,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Goals Over/Under 0.5,4.75,0.5,over,False
15938,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Goals Over/Under 1.5,19.0,1.5,over,False
16187,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Goals Over/Under 2.5,95.0,2.5,over,False
16436,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Assists Over/Under 0.5,3.5,0.5,over,False
16685,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Assists Over/Under 1.5,18.0,1.5,over,False
16934,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Points Over/Under 0.5,2.01,0.5,over,False
17183,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Points Over/Under 1.5,7.19,1.5,over,False
17432,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Points Over/Under 2.5,25.0,2.5,over,False
17681,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Points Over/Under 3.5,60.0,3.5,over,False
17930,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Points Over/Under 4.5,151.0,4.5,over,False
18179,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Shots on goal Over/Under 1.5,2.38,1.5,over,False
18428,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Shots on goal Over/Under 2.5,4.58,2.5,over,False
18677,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Shots on goal Over/Under 3.5,9.44,3.5,over,False
18926,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Gabriel Vilardi Total Shots on goal Over/Under 4.5,17.83,4.5,over,False
19175,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Goals Over/Under 0.5,4.0,0.5,over,False
19424,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Goals Over/Under 1.5,16.0,1.5,over,False
19673,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Goals Over/Under 2.5,80.0,2.5,over,False
19922,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Assists Over/Under 0.5,3.0,0.5,over,False
20171,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Assists Over/Under 1.5,15.0,1.5,over,False
20420,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Points Over/Under 0.5,2.13,0.5,over,False
20669,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Points Over/Under 1.5,6.81,1.5,over,False
20918,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Points Over/Under 2.5,20.0,2.5,over,False
21167,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Points Over/Under 3.5,50.0,3.5,over,False
21416,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Points Over/Under 4.5,126.0,4.5,over,False
21665,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Shots on goal Over/Under 2.5,1.75,2.5,over,False
21914,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Shots on goal Over/Under 3.5,2.35,3.5,over,False
22163,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Shots on goal Over/Under 4.5,3.83,4.5,over,False
22412,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Shots on goal Over/Under 5.5,6.97,5.5,over,False
22661,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Shots on goal Over/Under 6.5,13.35,6.5,over,False
22910,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Jeff Carter Total Shots on goal Over/Under 1.5,1.2,1.5,over,False
23159,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Goals Over/Under 0.5,6.0,0.5,over,False
23408,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Goals Over/Under 1.5,24.0,1.5,over,False
23657,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Goals Over/Under 2.5,120.0,2.5,over,False
23906,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Assists Over/Under 0.5,4.0,0.5,over,False
24155,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Assists Over/Under 1.5,20.0,1.5,over,False
24404,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Points Over/Under 0.5,2.68,0.5,over,False
24653,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Points Over/Under 1.5,6.0,1.5,over,False
24902,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Points Over/Under 2.5,20.0,2.5,over,False
25151,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Points Over/Under 3.5,50.0,3.5,over,False
25400,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Points Over/Under 4.5,126.0,4.5,over,False
25649,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Shots on goal Over/Under 1.5,2.38,1.5,over,False
25898,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Shots on goal Over/Under 2.5,4.58,2.5,over,False
26147,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Shots on goal Over/Under 3.5,9.44,3.5,over,False
26396,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Cody Glass Total Shots on goal Over/Under 4.5,17.83,4.5,over,False
26645,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Chandler Stephenson Total Goals Over/Under 0.5,3.75,0.5,over,False
26894,True,https://www.bodog.eu/sports/hockey/nhl/vegas-golden-knights-los-angeles-kings-202103211808,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,0,Chandler Stephenson Total Goals Over/Under 1.5,15.0,1.5,over,False
