,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points
0,https://www.pinnacle.com/en/Hockey/NHL/Vancouver-Canucks-vs-Ottawa-Senators/1284439665,False,0,155,2021-03-17 00:00:00+00:00,Ottawa Senators,Vancouver Canucks,Tim Stutzle Total Assists Over/Under 0.5,over,2.55,0.5
1,https://www.pinnacle.com/en/Hockey/NHL/Vancouver-Canucks-vs-Ottawa-Senators/1284439665,False,0,-219,2021-03-17 00:00:00+00:00,Ottawa Senators,Vancouver Canucks,Tim Stutzle Total Assists Over/Under 0.5,under,1.457,0.5
2,https://www.pinnacle.com/en/Hockey/NHL/Philadelphia-Flyers-vs-New-York-Rangers/1284451180,False,0,-101,2021-03-17 00:00:00+00:00,New York Rangers,Philadelphia Flyers,Kevin Hayes Total Points Over/Under 0.5,over,1.99,0.5
3,https://www.pinnacle.com/en/Hockey/NHL/Philadelphia-Flyers-vs-New-York-Rangers/1284451180,False,0,-131,2021-03-17 00:00:00+00:00,New York Rangers,Philadelphia Flyers,Kevin Hayes Total Points Over/Under 0.5,under,1.764,0.5
4,https://www.pinnacle.com/en/Hockey/NHL/Montreal-Canadiens-vs-Winnipeg-Jets/1284489580,False,0,108,2021-03-18 00:00:00+00:00,Winnipeg Jets,Montreal Canadiens,Brendan Gallagher Total Points Over/Under 0.5,over,2.08,0.5
5,https://www.pinnacle.com/en/Hockey/NHL/Montreal-Canadiens-vs-Winnipeg-Jets/1284489580,False,0,-144,2021-03-18 00:00:00+00:00,Winnipeg Jets,Montreal Canadiens,Brendan Gallagher Total Points Over/Under 0.5,under,1.694,0.5
6,https://www.pinnacle.com/en/Hockey/NHL/St-Louis-Blues-vs-Los-Angeles-Kings/1284515972,False,0,-138,2021-03-18 00:00:00+00:00,Los Angeles Kings,St. Louis Blues,Brayden Schenn Total Points Over/Under 0.5,over,1.725,0.5
7,https://www.pinnacle.com/en/Hockey/NHL/St-Louis-Blues-vs-Los-Angeles-Kings/1284515972,False,0,104,2021-03-18 00:00:00+00:00,Los Angeles Kings,St. Louis Blues,Brayden Schenn Total Points Over/Under 0.5,under,2.04,0.5
8,https://www.pinnacle.com/en/Hockey/NHL/Vancouver-Canucks-vs-Ottawa-Senators/1284439665,False,0,-143,2021-03-17 00:00:00+00:00,Ottawa Senators,Vancouver Canucks,Brady Tkachuk Shots on Goal Over/Under 3.5,over,1.699,3.5
9,https://www.pinnacle.com/en/Hockey/NHL/Vancouver-Canucks-vs-Ottawa-Senators/1284439665,False,0,108,2021-03-17 00:00:00+00:00,Ottawa Senators,Vancouver Canucks,Brady Tkachuk Shots on Goal Over/Under 3.5,under,2.08,3.5
10,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-114,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,moneyline,Kolner Haie,1.877,
11,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-102,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,moneyline,Grizzly Adams Wolfsburg,1.98,
12,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-147,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,homeTotal,over,1.681,0.5
13,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,121,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,homeTotal,under,2.21,0.5
14,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-139,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,awayTotal,over,1.72,0.5
15,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,112,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,awayTotal,under,2.12,0.5
16,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,187,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,spread,Kolner Haie,2.87,-0.5
17,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-223,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,spread,Grizzly Adams Wolfsburg,1.448,0.5
18,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,524,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,spread,Kolner Haie,6.24,-1.0
19,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-721,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,spread,Grizzly Adams Wolfsburg,1.139,1.0
20,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-254,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,spread,Kolner Haie,1.394,0.5
21,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,212,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,spread,Grizzly Adams Wolfsburg,3.12,-0.5
22,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,101,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,total,over,2.01,1.5
23,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-118,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,total,under,1.848,1.5
24,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,-537,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,total,over,1.187,0.5
25,https://www.pinnacle.com/en/Hockey/Germany - DEL/Grizzly-Adams-Wolfsburg-vs-Kolner-Haie/0,False,1,411,2021-03-17 00:00:00+00:00,Kolner Haie,Grizzly Adams Wolfsburg,total,under,5.11,0.5
