,id_old,status_new,status_old,status,home,away,points,betType,startTime,price,designation,period,live,link
0,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,moneyline,2021-03-24 00:00:00+00:00,2.55,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
1,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,moneyline,2021-03-24 00:00:00+00:00,1.55,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
2,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,total,2021-03-24 00:00:00+00:00,1.04,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
3,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,total,2021-03-24 00:00:00+00:00,10,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
4,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,3.5,total,2021-03-24 00:00:00+00:00,1.12,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
5,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,3.5,total,2021-03-24 00:00:00+00:00,6,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
6,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,4.5,total,2021-03-24 00:00:00+00:00,1.34,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
7,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,4.5,total,2021-03-24 00:00:00+00:00,3.3,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
8,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,5.5,total,2021-03-24 00:00:00+00:00,1.72,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
9,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,5.5,total,2021-03-24 00:00:00+00:00,2.18,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
10,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,6.5,total,2021-03-24 00:00:00+00:00,2.32,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
11,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,6.5,total,2021-03-24 00:00:00+00:00,1.62,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
12,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,7.5,total,2021-03-24 00:00:00+00:00,3.25,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
13,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,7.5,total,2021-03-24 00:00:00+00:00,1.33,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
14,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,8.5,total,2021-03-24 00:00:00+00:00,5.3,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
15,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,8.5,total,2021-03-24 00:00:00+00:00,1.15,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
16,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,-2.5,spread,2021-03-24 00:00:00+00:00,7,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
17,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,spread,2021-03-24 00:00:00+00:00,1.1,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
18,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,-1.5,spread,2021-03-24 00:00:00+00:00,4.6,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
19,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,1.5,spread,2021-03-24 00:00:00+00:00,1.2,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
20,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,1.5,spread,2021-03-24 00:00:00+00:00,1.62,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
21,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,-1.5,spread,2021-03-24 00:00:00+00:00,2.35,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
22,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,spread,2021-03-24 00:00:00+00:00,1.33,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
23,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,-2.5,spread,2021-03-24 00:00:00+00:00,3.45,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
24,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Home-Tie-Away,2021-03-24 00:00:00+00:00,3.45,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
25,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Home-Tie-Away,2021-03-24 00:00:00+00:00,4.55,Draw,0,False,https://www.coolbet.com/ca/sports/match/1557092
26,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Home-Tie-Away,2021-03-24 00:00:00+00:00,1.8900000000000001,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
27,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Double Chance,2021-03-24 00:00:00+00:00,1.88,Ottawa Senators / Draw,0,False,https://www.coolbet.com/ca/sports/match/1557092
28,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Double Chance,2021-03-24 00:00:00+00:00,1.3,Calgary Flames / Draw,0,False,https://www.coolbet.com/ca/sports/match/1557092
29,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Double Chance,2021-03-24 00:00:00+00:00,1.19,Ottawa Senators/Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
30,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Draw No Bet,2021-03-24 00:00:00+00:00,2.65,Ottawa Senators,0,False,https://www.coolbet.com/ca/sports/match/1557092
31,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0,Draw No Bet,2021-03-24 00:00:00+00:00,1.5,Calgary Flames,0,False,https://www.coolbet.com/ca/sports/match/1557092
32,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,1.5,homeTotal,2021-03-24 00:00:00+00:00,1.3,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
33,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,1.5,homeTotal,2021-03-24 00:00:00+00:00,3.3,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
34,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,homeTotal,2021-03-24 00:00:00+00:00,2.02,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
35,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,homeTotal,2021-03-24 00:00:00+00:00,1.8,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
36,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,3.5,homeTotal,2021-03-24 00:00:00+00:00,3.15,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
37,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,3.5,homeTotal,2021-03-24 00:00:00+00:00,1.33,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
38,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,1.5,awayTotal,2021-03-24 00:00:00+00:00,1.13,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
39,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,1.5,awayTotal,2021-03-24 00:00:00+00:00,5.3,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
40,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,awayTotal,2021-03-24 00:00:00+00:00,1.45,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
41,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,2.5,awayTotal,2021-03-24 00:00:00+00:00,2.65,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
42,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,3.5,awayTotal,2021-03-24 00:00:00+00:00,2.12,over,6,False,https://www.coolbet.com/ca/sports/match/1557092
43,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,3.5,awayTotal,2021-03-24 00:00:00+00:00,1.73,under,6,False,https://www.coolbet.com/ca/sports/match/1557092
44,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0.5,Brady Tkachuk Total Goals Over/Under 0.5,2021-03-24 00:00:00+00:00,3,over,0,False,https://www.coolbet.com/ca/sports/match/1557092
45,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0.5,Brady Tkachuk Total Goals Over/Under 0.5,2021-03-24 00:00:00+00:00,1.3599999999999999,under,0,False,https://www.coolbet.com/ca/sports/match/1557092
46,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0.5,Colin White Total Goals Over/Under 0.5,2021-03-24 00:00:00+00:00,4.4,over,0,False,https://www.coolbet.com/ca/sports/match/1557092
47,1557092,OPEN,OPEN,OPEN,Ottawa Senators,Calgary Flames,0.5,Colin White Total Goals Over/Under 0.5,2021-03-24 00:00:00+00:00,1.19,under,0,False,https://www.coolbet.com/ca/sports/match/1557092
