,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points
0,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-162,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,moneyline,Geneve-Servette HC,1.617,
1,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,132,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,moneyline,EHC Biel,2.32,
2,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,123,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,homeTotal,over,2.23,3.5
3,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-157,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,homeTotal,under,1.637,3.5
4,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-116,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,awayTotal,over,1.862,2.5
5,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-111,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,awayTotal,under,1.901,2.5
6,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,168,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,Geneve-Servette HC,2.68,-1.5
7,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-207,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,EHC Biel,1.483,1.5
8,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-114,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,total,over,1.877,5.5
9,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,0,-106,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,total,under,1.943,5.5
10,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-104,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,moneyline,Geneve-Servette HC,1.962,
11,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,191,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,moneyline,EHC Biel,2.91,
12,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,354,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,moneyline,draw,4.54,
13,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,139,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,homeTotal,over,2.39,3.5
14,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-178,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,homeTotal,under,1.562,3.5
15,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-102,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,awayTotal,over,1.98,2.5
16,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-127,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,awayTotal,under,1.787,2.5
17,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-103,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,Geneve-Servette HC,1.971,-0.5
18,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-117,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,EHC Biel,1.8545,0.5
19,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,168,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,Geneve-Servette HC,2.68,-1.5
20,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-207,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,EHC Biel,1.483,1.5
21,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,135,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,Geneve-Servette HC,2.35,-1.0
22,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-165,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,EHC Biel,1.606,1.0
23,https://www.pinnacle.com/en/Hockey/Switzerland - Nationalliga A/EHC-Biel-vs-Geneve-Servette-HC/0,False,6,-170,2021-03-20 00:00:00+00:00,Geneve-Servette HC,EHC Biel,spread,Geneve-Servette HC,1.588,0.0
