,isProps,link,startTime,home,away,period,betType,price,points,designation,live
5336,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Points Over/Under 0.5,1.47,0.5,over,False
5590,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Points Over/Under 1.5,3.6,1.5,over,False
5844,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Points Over/Under 2.5,12.17,2.5,over,False
6098,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Points Over/Under 3.5,35.0,3.5,over,False
6352,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Points Over/Under 4.5,81.0,4.5,over,False
6606,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Shots on goal Over/Under 2.5,1.74,2.5,over,False
6860,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Shots on goal Over/Under 3.5,2.35,3.5,over,False
7114,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Shots on goal Over/Under 4.5,3.83,4.5,over,False
7368,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Shots on goal Over/Under 5.5,6.97,5.5,over,False
7622,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Shots on goal Over/Under 6.5,13.35,6.5,over,False
7876,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,John Tavares Total Shots on goal Over/Under 1.5,1.3,1.5,over,False
8130,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Goals Over/Under 0.5,6.5,0.5,over,False
8384,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Goals Over/Under 1.5,26.0,1.5,over,False
8638,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Goals Over/Under 2.5,130.0,2.5,over,False
8892,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Assists Over/Under 0.5,1.75,0.5,over,False
9146,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Assists Over/Under 1.5,4.0,1.5,over,False
9400,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Points Over/Under 0.5,1.73,0.5,over,False
9654,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Points Over/Under 1.5,3.7,1.5,over,False
9908,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Points Over/Under 2.5,10.01,2.5,over,False
10162,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Points Over/Under 3.5,35.0,3.5,over,False
10416,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Points Over/Under 4.5,81.0,4.5,over,False
10670,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Shots on goal Over/Under 2.5,1.99,2.5,over,False
10924,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Shots on goal Over/Under 3.5,2.94,3.5,over,False
11178,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Shots on goal Over/Under 4.5,5.32,4.5,over,False
11432,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Shots on goal Over/Under 5.5,10.01,5.5,over,False
11686,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Shots on goal Over/Under 6.5,17.86,6.5,over,False
11940,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Morgan Rielly Total Shots on goal Over/Under 1.5,1.32,1.5,over,False
12194,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Goals Over/Under 0.5,2.5,0.5,over,False
12448,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Goals Over/Under 1.5,8.0,1.5,over,False
12702,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Goals Over/Under 2.5,40.0,2.5,over,False
12956,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Assists Over/Under 0.5,1.5,0.5,over,False
13210,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Assists Over/Under 1.5,3.0,1.5,over,False
13464,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Points Over/Under 1.5,1.84,1.5,over,False
13718,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Points Over/Under 2.5,4.03,2.5,over,False
13972,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Points Over/Under 3.5,10.91,3.5,over,False
14226,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Points Over/Under 4.5,35.0,4.5,over,False
14480,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Points Over/Under 0.5,1.22,0.5,over,False
14734,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Shots on goal Over/Under 2.5,1.77,2.5,over,False
14988,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Shots on goal Over/Under 3.5,2.16,3.5,over,False
15242,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Shots on goal Over/Under 4.5,3.48,4.5,over,False
15496,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Shots on goal Over/Under 5.5,6.31,5.5,over,False
15750,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Shots on goal Over/Under 6.5,12.27,6.5,over,False
16004,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Mitchell Marner Total Shots on goal Over/Under 1.5,1.34,1.5,over,False
16258,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Goals Over/Under 0.5,5.5,0.5,over,False
16512,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Goals Over/Under 1.5,22.0,1.5,over,False
16766,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Goals Over/Under 2.5,110.0,2.5,over,False
17020,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Assists Over/Under 0.5,2.0,0.5,over,False
17274,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Assists Over/Under 1.5,6.0,1.5,over,False
17528,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Points Over/Under 0.5,2.18,0.5,over,False
17782,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Points Over/Under 1.5,5.39,1.5,over,False
18036,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Points Over/Under 2.5,14.58,2.5,over,False
18290,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Points Over/Under 3.5,35.0,3.5,over,False
18544,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Points Over/Under 4.5,81.0,4.5,over,False
18798,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Shots on goal Over/Under 1.5,2.01,1.5,over,False
19052,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Shots on goal Over/Under 2.5,3.21,2.5,over,False
19306,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Shots on goal Over/Under 3.5,6.2,3.5,over,False
19560,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Shots on goal Over/Under 4.5,11.57,4.5,over,False
19814,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Alexander Kerfoot Total Shots on goal Over/Under 5.5,19.27,5.5,over,False
20068,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Goals Over/Under 0.5,3.5,0.5,over,False
20322,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Goals Over/Under 1.5,14.0,1.5,over,False
20576,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Goals Over/Under 2.5,70.0,2.5,over,False
20830,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Assists Over/Under 0.5,2.5,0.5,over,False
21084,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Assists Over/Under 1.5,10.0,1.5,over,False
21338,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Points Over/Under 0.5,1.61,0.5,over,False
21592,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Points Over/Under 1.5,4.19,1.5,over,False
21846,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Points Over/Under 2.5,13.74,2.5,over,False
22100,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Points Over/Under 3.5,35.0,3.5,over,False
22354,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Points Over/Under 4.5,81.0,4.5,over,False
22608,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Shots on goal Over/Under 2.5,1.89,2.5,over,False
22862,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Shots on goal Over/Under 3.5,2.62,3.5,over,False
23116,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Shots on goal Over/Under 4.5,4.45,4.5,over,False
23370,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Shots on goal Over/Under 5.5,8.24,5.5,over,False
23624,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Shots on goal Over/Under 6.5,15.43,6.5,over,False
23878,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,Zach Hyman Total Shots on goal Over/Under 1.5,1.32,1.5,over,False
24132,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Goals Over/Under 0.5,2.5,0.5,over,False
24386,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Goals Over/Under 1.5,8.0,1.5,over,False
24640,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Goals Over/Under 2.5,40.0,2.5,over,False
24894,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Assists Over/Under 0.5,2.5,0.5,over,False
25148,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Assists Over/Under 1.5,10.0,1.5,over,False
25402,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Points Over/Under 0.5,1.61,0.5,over,False
25656,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Points Over/Under 1.5,4.19,1.5,over,False
25910,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Points Over/Under 2.5,13.74,2.5,over,False
26164,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Points Over/Under 3.5,35.0,3.5,over,False
26418,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Points Over/Under 4.5,81.0,4.5,over,False
26672,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Shots on goal Over/Under 2.5,1.7,2.5,over,False
26926,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Shots on goal Over/Under 3.5,2.25,3.5,over,False
27180,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Shots on goal Over/Under 4.5,3.65,4.5,over,False
27434,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Shots on goal Over/Under 5.5,6.63,5.5,over,False
27688,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Shots on goal Over/Under 6.5,12.82,6.5,over,False
27942,True,https://www.bodog.eu/sports/hockey/nhl/calgary-flames-toronto-maple-leafs-202103191908,2021-03-19 00:00:00+00:00,Toronto Maple Leafs,Calgary Flames,0,William Nylander Total Shots on goal Over/Under 1.5,1.25,1.5,over,False
