,isProps,link,startTime,home,away,period,betType,price,points,designation,live
6706,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Miles Wood Total Shots on goal Over/Under 2.5,2.16,2.5,over,False
6954,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Miles Wood Total Shots on goal Over/Under 3.5,3.8,3.5,over,False
7202,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Miles Wood Total Shots on goal Over/Under 4.5,7.51,4.5,over,False
7450,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Miles Wood Total Shots on goal Over/Under 5.5,15.06,5.5,over,False
7698,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Goals Over/Under 0.5,3.25,0.5,over,False
7946,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Goals Over/Under 1.5,13.0,1.5,over,False
8194,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Goals Over/Under 2.5,65.0,2.5,over,False
8442,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Assists Over/Under 0.5,3.5,0.5,over,False
8690,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Assists Over/Under 1.5,18.0,1.5,over,False
8938,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Points Over/Under 0.5,1.74,0.5,over,False
9186,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Points Over/Under 1.5,3.73,1.5,over,False
9434,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Points Over/Under 2.5,10.09,2.5,over,False
9682,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Points Over/Under 3.5,35.0,3.5,over,False
9930,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Points Over/Under 4.5,81.0,4.5,over,False
10178,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Shots on goal Over/Under 2.5,1.88,2.5,over,False
10426,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Shots on goal Over/Under 3.5,3.28,3.5,over,False
10674,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Shots on goal Over/Under 4.5,5.92,4.5,over,False
10922,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Shots on goal Over/Under 5.5,10.78,5.5,over,False
11170,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Kevin Hayes Total Shots on goal Over/Under 1.5,1.25,1.5,over,False
11418,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Goals Over/Under 0.5,3.5,0.5,over,False
11666,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Goals Over/Under 1.5,14.0,1.5,over,False
11914,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Goals Over/Under 2.5,70.0,2.5,over,False
12162,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Assists Over/Under 0.5,2.5,0.5,over,False
12410,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Assists Over/Under 1.5,10.0,1.5,over,False
12658,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Points Over/Under 0.5,1.51,0.5,over,False
12906,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Points Over/Under 1.5,4.19,1.5,over,False
13154,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Points Over/Under 2.5,14.84,2.5,over,False
13402,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Points Over/Under 3.5,35.0,3.5,over,False
13650,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Points Over/Under 4.5,81.0,4.5,over,False
13898,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Shots on goal Over/Under 2.5,2.52,2.5,over,False
14146,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Shots on goal Over/Under 3.5,3.1,3.5,over,False
14394,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Shots on goal Over/Under 4.5,5.62,4.5,over,False
14642,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Shots on goal Over/Under 5.5,10.41,5.5,over,False
14890,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Shots on goal Over/Under 6.5,18.18,6.5,over,False
15138,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Claude Giroux Total Shots on goal Over/Under 1.5,1.4,1.5,over,False
15386,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Goals Over/Under 0.5,2.5,0.5,over,False
15634,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Goals Over/Under 1.5,8.0,1.5,over,False
15882,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Goals Over/Under 2.5,40.0,2.5,over,False
16130,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Assists Over/Under 0.5,3.0,0.5,over,False
16378,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Assists Over/Under 1.5,15.0,1.5,over,False
16626,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Points Over/Under 0.5,1.46,0.5,over,False
16874,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Points Over/Under 1.5,3.01,1.5,over,False
17122,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Points Over/Under 2.5,8.56,2.5,over,False
17370,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Points Over/Under 3.5,25.0,3.5,over,False
17618,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Points Over/Under 4.5,60.0,4.5,over,False
17866,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Shots on goal Over/Under 2.5,2.08,2.5,over,False
18114,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Shots on goal Over/Under 3.5,3.1,3.5,over,False
18362,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Shots on goal Over/Under 4.5,5.62,4.5,over,False
18610,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Shots on goal Over/Under 5.5,10.41,5.5,over,False
18858,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Shots on goal Over/Under 6.5,18.18,6.5,over,False
19106,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,James van Riemsdyk Total Shots on goal Over/Under 1.5,1.25,1.5,over,False
19354,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Goals Over/Under 0.5,6.5,0.5,over,False
19602,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Goals Over/Under 1.5,26.0,1.5,over,False
19850,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Goals Over/Under 2.5,130.0,2.5,over,False
20098,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Assists Over/Under 0.5,2.5,0.5,over,False
20346,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Assists Over/Under 1.5,10.0,1.5,over,False
20594,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Points Over/Under 0.5,2.01,0.5,over,False
20842,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Points Over/Under 1.5,7.19,1.5,over,False
21090,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Points Over/Under 2.5,25.0,2.5,over,False
21338,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Points Over/Under 3.5,60.0,3.5,over,False
21586,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Points Over/Under 4.5,151.0,4.5,over,False
21834,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Shots on goal Over/Under 1.5,1.74,1.5,over,False
22082,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Shots on goal Over/Under 2.5,2.51,2.5,over,False
22330,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Shots on goal Over/Under 3.5,4.51,3.5,over,False
22578,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Shots on goal Over/Under 4.5,8.77,4.5,over,False
22826,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Ivan Provorov Total Shots on goal Over/Under 5.5,16.61,5.5,over,False
23074,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Goals Over/Under 0.5,6.0,0.5,over,False
23322,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Goals Over/Under 1.5,24.0,1.5,over,False
23570,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Goals Over/Under 2.5,120.0,2.5,over,False
23818,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Assists Over/Under 0.5,6.0,0.5,over,False
24066,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Assists Over/Under 1.5,25.0,1.5,over,False
24314,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Points Over/Under 0.5,2.96,0.5,over,False
24562,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Points Over/Under 1.5,10.05,1.5,over,False
24810,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Points Over/Under 2.5,35.0,2.5,over,False
25058,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Points Over/Under 3.5,81.0,3.5,over,False
25306,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Shots on goal Over/Under 1.5,2.38,1.5,over,False
25554,True,https://www.bodog.eu/sports/hockey/nhl/new-jersey-devils-philadelphia-flyers-202103231908,2021-03-23 00:00:00+00:00,Philadelphia Flyers,New Jersey Devils,0,Nolan Patrick Total Shots on goal Over/Under 2.5,4.58,2.5,over,False
