,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points
0,https://www.pinnacle.com/en/Hockey/NHL/No-vs-Yes/1287014117,False,0,-975,2021-03-22 00:00:00+00:00,Yes,No,Nashville Predators To Score,Yes,1.103,
1,https://www.pinnacle.com/en/Hockey/NHL/No-vs-Yes/1287014117,False,0,490,2021-03-22 00:00:00+00:00,Yes,No,Nashville Predators To Score,No,5.9,
2,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,196,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Alex Iafallo Total Assists Over/Under 0.5,over,2.96,0.5
3,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,-291,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Alex Iafallo Total Assists Over/Under 0.5,under,1.344,0.5
4,https://www.pinnacle.com/en/Hockey/NHL/No-vs-Yes/1286964741,False,0,-2900,2021-03-21 00:00:00+00:00,Yes,No,Vegas Golden Knights To Score,Yes,1.034,
5,https://www.pinnacle.com/en/Hockey/NHL/No-vs-Yes/1286964741,False,0,925,2021-03-21 00:00:00+00:00,Yes,No,Vegas Golden Knights To Score,No,10.25,
6,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,318,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Alex Iafallo Total Goals Over/Under 0.5,over,4.18,0.5
7,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,-583,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Alex Iafallo Total Goals Over/Under 0.5,under,1.172,0.5
8,https://www.pinnacle.com/en/Hockey/NHL/No-vs-Yes/1287014117,False,1,-165,2021-03-22 00:00:00+00:00,Yes,No,Dallas Stars To Score 1st Period,Yes,1.606,
9,https://www.pinnacle.com/en/Hockey/NHL/No-vs-Yes/1287014117,False,1,134,2021-03-22 00:00:00+00:00,Yes,No,Dallas Stars To Score 1st Period,No,2.34,
10,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,107,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Jeff Carter Shots on Goal Over/Under 2.5,over,2.07,2.5
11,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,-143,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Jeff Carter Shots on Goal Over/Under 2.5,under,1.699,2.5
12,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,273,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Jeff Carter Total Assists Over/Under 0.5,over,3.73,0.5
13,https://www.pinnacle.com/en/Hockey/NHL/Vegas-Golden-Knights-vs-Los-Angeles-Kings/1286964741,False,0,-462,2021-03-21 00:00:00+00:00,Los Angeles Kings,Vegas Golden Knights,Jeff Carter Total Assists Over/Under 0.5,under,1.217,0.5
14,https://www.pinnacle.com/en/Hockey/NHL Alternate Lines/Calgary-Flames-vs-Ottawa-Senators/1287737562,False,0,325,2021-03-22 00:00:00+00:00,Ottawa Senators,Calgary Flames,spread,Ottawa Senators,4.25,-1.5
15,https://www.pinnacle.com/en/Hockey/NHL Alternate Lines/Calgary-Flames-vs-Ottawa-Senators/1287737562,False,0,-477,2021-03-22 00:00:00+00:00,Ottawa Senators,Calgary Flames,spread,Calgary Flames,1.21,1.5
16,https://www.pinnacle.com/en/Hockey/NHL Alternate Lines/Calgary-Flames-vs-Ottawa-Senators/1287737562,False,0,313,2021-03-22 00:00:00+00:00,Ottawa Senators,Calgary Flames,total,over,4.13,8.5
17,https://www.pinnacle.com/en/Hockey/NHL Alternate Lines/Calgary-Flames-vs-Ottawa-Senators/1287737562,False,0,-454,2021-03-22 00:00:00+00:00,Ottawa Senators,Calgary Flames,total,under,1.221,8.5
18,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,165,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,moneyline,Bakersfield Condors,2.65,
19,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-101,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,moneyline,Ontario Reign,1.99,
20,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,361,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,moneyline,draw,4.61,
21,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-169,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,homeTotal,over,1.592,2.5
22,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,115,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,homeTotal,under,2.15,2.5
23,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,121,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,awayTotal,over,2.21,3.5
24,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-179,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,awayTotal,under,1.559,3.5
25,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-131,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Bakersfield Condors,1.764,0.5
26,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-101,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Ontario Reign,1.99,-0.5
27,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-257,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Bakersfield Condors,1.389,1.5
28,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,178,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Ontario Reign,2.78,-1.5
29,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-195,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Bakersfield Condors,1.513,1.0
30,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,142,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Ontario Reign,2.42,-1.0
31,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,119,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Bakersfield Condors,2.19,0.0
32,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-160,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Ontario Reign,1.625,-0.0
33,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,165,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Bakersfield Condors,2.65,-0.5
34,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-233,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,spread,Ontario Reign,1.429,0.5
35,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-117,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,over,1.8545,6.0
36,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-114,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,under,1.877,6.0
37,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-270,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,over,1.37,5.0
38,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,185,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,under,2.85,5.0
39,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,-166,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,over,1.603,5.5
40,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,123,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,under,2.23,5.5
41,https://www.pinnacle.com/en/Hockey/USA -  American Hockey League/Ontario-Reign-vs-Bakersfield-Condors/0,False,6,121,2021-03-21 00:00:00+00:00,Bakersfield Condors,Ontario Reign,total,over,2.21,6.5
