,Unnamed: 0,link,price.BodogOld,startTime,home,away,period,betType,price,points,designation,live,isProps,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,3818,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-130,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,1.7692307692307692,25.5,over,False,False,2021-03-22 00:00:00+00:00,1,De'Aaron Fox,PTS,De'Aaron Fox,PTS,30.0
1,3819,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,EVEN,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - De'Aaron Fox,2.0,25.5,under,False,False,2021-03-22 00:00:00+00:00,0,De'Aaron Fox,PTS,De'Aaron Fox,PTS,30.0
2,3820,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,1.869565217391304,16.5,over,False,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
3,3821,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,1.869565217391304,16.5,under,False,False,2021-03-22 00:00:00+00:00,1,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
4,3822,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Richaun Holmes,1.869565217391304,14.5,over,False,False,2021-03-22 00:00:00+00:00,1,Richaun Holmes,PTS,Richaun Holmes,PTS,17.0
5,3823,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Richaun Holmes,1.869565217391304,14.5,under,False,False,2021-03-22 00:00:00+00:00,0,Richaun Holmes,PTS,Richaun Holmes,PTS,17.0
6,3826,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Richaun Holmes,1.869565217391304,9.5,over,False,False,2021-03-22 00:00:00+00:00,1,Richaun Holmes,REB,Richaun Holmes,REB,16.0
7,3827,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Rebounds - Richaun Holmes,1.869565217391304,9.5,under,False,False,2021-03-22 00:00:00+00:00,0,Richaun Holmes,REB,Richaun Holmes,REB,16.0
8,3828,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points and Rebounds - Harrison Barnes,1.869565217391304,22.5,over,False,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PR,Harrison Barnes,PR,19.0
9,3829,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points and Rebounds - Harrison Barnes,1.869565217391304,22.5,under,False,False,2021-03-22 00:00:00+00:00,1,Harrison Barnes,PR,Harrison Barnes,PR,19.0
