,Unnamed: 0,link,price.BodogOld,startTime,home,away,period,betType,price,points,designation,live,isProps,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,5069,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Andrew Wiggins,1.869565217391304,21.5,over,False,False,2021-03-20 00:00:00+00:00,0,Andrew Wiggins,PTS,Andrew Wiggins,PTS,20.0
1,5070,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Andrew Wiggins,1.869565217391304,21.5,under,False,False,2021-03-20 00:00:00+00:00,1,Andrew Wiggins,PTS,Andrew Wiggins,PTS,20.0
2,5071,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Dillon Brooks,1.869565217391304,15.5,over,False,False,2021-03-20 00:00:00+00:00,1,Dillon Brooks,PTS,Dillon Brooks,PTS,19.0
3,5072,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Dillon Brooks,1.869565217391304,15.5,under,False,False,2021-03-20 00:00:00+00:00,0,Dillon Brooks,PTS,Dillon Brooks,PTS,19.0
4,5073,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,+105,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Draymond Green,2.05,8.5,over,False,False,2021-03-20 00:00:00+00:00,0,Draymond Green,PTS,Draymond Green,PTS,7.0
5,5074,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-135,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Draymond Green,1.7407407407407407,8.5,under,False,False,2021-03-20 00:00:00+00:00,1,Draymond Green,PTS,Draymond Green,PTS,7.0
6,5075,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Grayson Allen,1.869565217391304,10.5,over,False,False,2021-03-20 00:00:00+00:00,0,Grayson Allen,PTS,Grayson Allen,PTS,6.0
7,5076,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Grayson Allen,1.869565217391304,10.5,under,False,False,2021-03-20 00:00:00+00:00,1,Grayson Allen,PTS,Grayson Allen,PTS,6.0
8,5077,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Ja Morant,1.869565217391304,20.5,over,False,False,2021-03-20 00:00:00+00:00,0,Ja Morant,PTS,Ja Morant,PTS,14.0
9,5078,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-115,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Ja Morant,1.869565217391304,20.5,under,False,False,2021-03-20 00:00:00+00:00,1,Ja Morant,PTS,Ja Morant,PTS,14.0
10,5079,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-120,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Jonas Valanciunas,1.8333333333333333,15.5,over,False,False,2021-03-20 00:00:00+00:00,1,Jonas Valanciunas,PTS,Jonas Valanciunas,PTS,19.0
11,5080,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-110,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Jonas Valanciunas,1.9090909090909087,15.5,under,False,False,2021-03-20 00:00:00+00:00,0,Jonas Valanciunas,PTS,Jonas Valanciunas,PTS,19.0
12,5081,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-120,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Jordan Poole,1.8333333333333333,20.5,over,False,False,2021-03-20 00:00:00+00:00,1,Jordan Poole,PTS,Jordan Poole,PTS,26.0
13,5082,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-110,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Jordan Poole,1.9090909090909087,20.5,under,False,False,2021-03-20 00:00:00+00:00,0,Jordan Poole,PTS,Jordan Poole,PTS,26.0
14,5083,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-105,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Kyle Anderson,1.9523809523809523,11.5,over,False,False,2021-03-20 00:00:00+00:00,1,Kyle Anderson,PTS,Kyle Anderson,PTS,13.0
15,5084,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,-125,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Points - Kyle Anderson,1.8,11.5,under,False,False,2021-03-20 00:00:00+00:00,0,Kyle Anderson,PTS,Kyle Anderson,PTS,13.0
16,5085,https://www.bodog.eu/sports/basketball/nba/golden-state-warriors-memphis-grizzlies-202103202010,+110,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,0,Total Rebounds - Andrew Wiggins,2.1,5.5,over,False,False,2021-03-20 00:00:00+00:00,1,Andrew Wiggins,REB,Andrew Wiggins,REB,9.0
