,Unnamed: 0,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,80,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Houston-Rockets/1284460929,False,0,-169,2021-03-18 00:00:00+00:00,Houston Rockets,Golden State Warriors,Total Made 3 Point Shots - Kelly Oubre Jr.,over,1.5919999999999999,1.5,2021-03-17 00:00:00+00:00,0,Kelly Oubre Jr.,FG3M,Kelly Oubre Jr.,FG3M,1.0
1,81,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Houston-Rockets/1284460929,False,0,125,2021-03-18 00:00:00+00:00,Houston Rockets,Golden State Warriors,Total Made 3 Point Shots - Kelly Oubre Jr.,under,2.25,1.5,2021-03-17 00:00:00+00:00,1,Kelly Oubre Jr.,FG3M,Kelly Oubre Jr.,FG3M,1.0
2,82,https://www.pinnacle.com/en/Basketball/NBA/Boston-Celtics-vs-Cleveland-Cavaliers/1284460927,False,0,149,2021-03-18 00:00:00+00:00,Cleveland Cavaliers,Boston Celtics,Total Made 3 Point Shots - Jaylen Brown,over,2.49,2.5,2021-03-17 00:00:00+00:00,0,Jaylen Brown,FG3M,Jaylen Brown,FG3M,2.0
3,83,https://www.pinnacle.com/en/Basketball/NBA/Boston-Celtics-vs-Cleveland-Cavaliers/1284460927,False,0,-207,2021-03-18 00:00:00+00:00,Cleveland Cavaliers,Boston Celtics,Total Made 3 Point Shots - Jaylen Brown,under,1.483,2.5,2021-03-17 00:00:00+00:00,1,Jaylen Brown,FG3M,Jaylen Brown,FG3M,2.0
4,162,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Washington-Wizards/1284439668,False,0,-135,2021-03-17 00:00:00+00:00,Washington Wizards,Sacramento Kings,"Total Points, Rebounds and Assists - Richaun Holmes",over,1.7409999999999999,29.5,2021-03-17 00:00:00+00:00,0,Richaun Holmes,PRA,Richaun Holmes,PRA,25.0
5,163,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Washington-Wizards/1284439668,False,0,103,2021-03-17 00:00:00+00:00,Washington Wizards,Sacramento Kings,"Total Points, Rebounds and Assists - Richaun Holmes",under,2.03,29.5,2021-03-17 00:00:00+00:00,1,Richaun Holmes,PRA,Richaun Holmes,PRA,25.0
6,164,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Washington-Wizards/1284439668,False,0,101,2021-03-17 00:00:00+00:00,Washington Wizards,Sacramento Kings,Total Points - Rui Hachimura,over,2.01,15.5,2021-03-17 00:00:00+00:00,1,Rui Hachimura,PTS,Rui Hachimura,PTS,17.0
7,165,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Washington-Wizards/1284439668,False,0,-133,2021-03-17 00:00:00+00:00,Washington Wizards,Sacramento Kings,Total Points - Rui Hachimura,under,1.7519999999999998,15.5,2021-03-17 00:00:00+00:00,0,Rui Hachimura,PTS,Rui Hachimura,PTS,17.0
8,166,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Chicago-Bulls/1284460928,False,0,-121,2021-03-18 00:00:00+00:00,Chicago Bulls,San Antonio Spurs,"Total Points, Rebounds and Assists - Zach LaVine",over,1.8259999999999998,36.5,2021-03-17 00:00:00+00:00,1,Zach LaVine,PRA,Zach LaVine,PRA,41.0
9,167,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Chicago-Bulls/1284460928,False,0,-109,2021-03-18 00:00:00+00:00,Chicago Bulls,San Antonio Spurs,"Total Points, Rebounds and Assists - Zach LaVine",under,1.9169999999999998,36.5,2021-03-17 00:00:00+00:00,0,Zach LaVine,PRA,Zach LaVine,PRA,41.0
