,Unnamed: 0,link,period,home,away,startTime,betType,price,points,designation,live,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,414,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Nikola Jokic,1.952,0.0,over,False,2021-03-23 00:00:00+00:00,1,Nikola Jokic,PTS,Nikola Jokic,PTS,28.0
1,415,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Nikola Jokic,1.87,0.0,under,False,2021-03-23 00:00:00+00:00,0,Nikola Jokic,PTS,Nikola Jokic,PTS,28.0
2,416,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Nikola Vucevic,1.909,0.0,over,False,2021-03-23 00:00:00+00:00,1,Nikola Vucevic,PTS,Nikola Vucevic,PTS,18.0
3,417,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Nikola Vucevic,1.909,0.0,under,False,2021-03-23 00:00:00+00:00,0,Nikola Vucevic,PTS,Nikola Vucevic,PTS,18.0
4,418,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Jamal Murray,1.8,0.0,over,False,2021-03-23 00:00:00+00:00,1,Jamal Murray,PTS,Jamal Murray,PTS,21.0
5,419,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Jamal Murray,2.0,0.0,under,False,2021-03-23 00:00:00+00:00,0,Jamal Murray,PTS,Jamal Murray,PTS,21.0
6,422,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Evan Fournier,1.909,0.0,over,False,2021-03-23 00:00:00+00:00,1,Evan Fournier,PTS,Evan Fournier,PTS,31.0
7,423,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Evan Fournier,1.909,0.0,under,False,2021-03-23 00:00:00+00:00,0,Evan Fournier,PTS,Evan Fournier,PTS,31.0
8,424,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Will Barton,1.909,0.0,over,False,2021-03-23 00:00:00+00:00,1,Will Barton,PTS,Will Barton,PTS,17.0
9,425,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Will Barton,1.909,0.0,under,False,2021-03-23 00:00:00+00:00,0,Will Barton,PTS,Will Barton,PTS,17.0
10,426,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Paul Millsap,1.909,0.0,over,False,2021-03-23 00:00:00+00:00,1,Paul Millsap,PTS,Paul Millsap,PTS,2.0
11,427,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Points - Paul Millsap,1.909,0.0,under,False,2021-03-23 00:00:00+00:00,0,Paul Millsap,PTS,Paul Millsap,PTS,2.0
12,428,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Nikola Jokic,2.1,10.5,over,False,2021-03-23 00:00:00+00:00,1,Nikola Jokic,REB,Nikola Jokic,REB,15.0
13,429,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Nikola Jokic,1.7,10.5,under,False,2021-03-23 00:00:00+00:00,0,Nikola Jokic,REB,Nikola Jokic,REB,15.0
14,430,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Nikola Vucevic,1.7269999999999999,9.5,over,False,2021-03-23 00:00:00+00:00,0,Nikola Vucevic,REB,Nikola Vucevic,REB,7.0
15,431,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Nikola Vucevic,2.05,9.5,under,False,2021-03-23 00:00:00+00:00,1,Nikola Vucevic,REB,Nikola Vucevic,REB,7.0
16,434,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Paul Millsap,1.75,4.5,over,False,2021-03-23 00:00:00+00:00,0,Paul Millsap,REB,Paul Millsap,REB,3.0
17,435,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Paul Millsap,2.0,4.5,under,False,2021-03-23 00:00:00+00:00,1,Paul Millsap,REB,Paul Millsap,REB,3.0
18,436,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Will Barton,1.952,4.5,over,False,2021-03-23 00:00:00+00:00,1,Will Barton,REB,Will Barton,REB,6.0
19,437,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Rebounds - Will Barton,1.8,4.5,under,False,2021-03-23 00:00:00+00:00,0,Will Barton,REB,Will Barton,REB,6.0
20,438,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Nikola Jokic,1.75,8.5,over,False,2021-03-23 00:00:00+00:00,1,Nikola Jokic,AST,Nikola Jokic,AST,10.0
21,439,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Nikola Jokic,2.0,8.5,under,False,2021-03-23 00:00:00+00:00,0,Nikola Jokic,AST,Nikola Jokic,AST,10.0
22,440,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Jamal Murray,2.1,5.5,over,False,2021-03-23 00:00:00+00:00,0,Jamal Murray,AST,Jamal Murray,AST,4.0
23,441,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Jamal Murray,1.7,5.5,under,False,2021-03-23 00:00:00+00:00,1,Jamal Murray,AST,Jamal Murray,AST,4.0
24,442,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Nikola Vucevic,2.0,3.5,over,False,2021-03-23 00:00:00+00:00,0,Nikola Vucevic,AST,Nikola Vucevic,AST,2.0
25,443,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Nikola Vucevic,1.75,3.5,under,False,2021-03-23 00:00:00+00:00,1,Nikola Vucevic,AST,Nikola Vucevic,AST,2.0
26,444,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Will Barton,1.7,3.5,over,False,2021-03-23 00:00:00+00:00,0,Will Barton,AST,Will Barton,AST,1.0
27,445,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Will Barton,2.1,3.5,under,False,2021-03-23 00:00:00+00:00,1,Will Barton,AST,Will Barton,AST,1.0
28,446,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Evan Fournier,1.909,3.5,over,False,2021-03-23 00:00:00+00:00,1,Evan Fournier,AST,Evan Fournier,AST,6.0
29,447,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,Total Assists - Evan Fournier,1.8330000000000002,3.5,under,False,2021-03-23 00:00:00+00:00,0,Evan Fournier,AST,Evan Fournier,AST,6.0
30,466,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,"Total Points, Rebounds and Assists - Nikola Jokic",1.8,0.0,over,False,2021-03-23 00:00:00+00:00,1,Nikola Jokic,PRA,Nikola Jokic,PRA,53.0
31,467,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,"Total Points, Rebounds and Assists - Nikola Jokic",1.952,0.0,under,False,2021-03-23 00:00:00+00:00,0,Nikola Jokic,PRA,Nikola Jokic,PRA,53.0
32,468,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,"Total Points, Rebounds and Assists - Nikola Vucevic",1.8330000000000002,0.0,over,False,2021-03-23 00:00:00+00:00,1,Nikola Vucevic,PRA,Nikola Vucevic,PRA,27.0
33,469,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,"Total Points, Rebounds and Assists - Nikola Vucevic",1.909,0.0,under,False,2021-03-23 00:00:00+00:00,0,Nikola Vucevic,PRA,Nikola Vucevic,PRA,27.0
34,470,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,"Total Points, Rebounds and Assists - Jamal Murray",1.87,0.0,over,False,2021-03-23 00:00:00+00:00,1,Jamal Murray,PRA,Jamal Murray,PRA,29.0
35,471,https://sports.betway.com/en/sports/evt/7379101,0,Orlando Magic,Denver Nuggets,2021-03-23 00:00:00+00:00,"Total Points, Rebounds and Assists - Jamal Murray",1.87,0.0,under,False,2021-03-23 00:00:00+00:00,0,Jamal Murray,PRA,Jamal Murray,PRA,29.0
