,Unnamed: 0,link,price.BodogOld,startTime,home,away,period,betType,price,points,designation,live,isProps,scrapeMergeDate,result,playerName,statName,name,Stat,Value
11,7328,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-105,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points - Jayson Tatum,1.9523809523809523,26.5,under,False,False,2021-03-19 00:00:00+00:00,1,Jayson Tatum,PTS,Jayson Tatum,PTS,15.0
12,7329,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points - Kemba Walker,1.869565217391304,19.5,over,False,False,2021-03-19 00:00:00+00:00,0,Kemba Walker,PTS,Kemba Walker,PTS,16.0
13,7330,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points - Kemba Walker,1.869565217391304,19.5,under,False,False,2021-03-19 00:00:00+00:00,1,Kemba Walker,PTS,Kemba Walker,PTS,16.0
14,7331,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-125,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points - Richaun Holmes,1.8,14.5,over,False,False,2021-03-19 00:00:00+00:00,1,Richaun Holmes,PTS,Richaun Holmes,PTS,25.0
15,7332,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-105,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points - Richaun Holmes,1.9523809523809523,14.5,under,False,False,2021-03-19 00:00:00+00:00,0,Richaun Holmes,PTS,Richaun Holmes,PTS,25.0
16,7335,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-110,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds - Richaun Holmes,1.9090909090909087,9.5,over,False,False,2021-03-19 00:00:00+00:00,1,Richaun Holmes,REB,Richaun Holmes,REB,11.0
17,7336,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-120,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds - Richaun Holmes,1.8333333333333333,9.5,under,False,False,2021-03-19 00:00:00+00:00,0,Richaun Holmes,REB,Richaun Holmes,REB,11.0
18,7337,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-125,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points and Rebounds - Richaun Holmes,1.8,24.5,over,False,False,2021-03-19 00:00:00+00:00,1,Richaun Holmes,PR,Richaun Holmes,PR,36.0
19,7338,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-105,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Points and Rebounds - Richaun Holmes,1.9523809523809523,24.5,under,False,False,2021-03-19 00:00:00+00:00,0,Richaun Holmes,PR,Richaun Holmes,PR,36.0
20,7339,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Buddy Hield,1.869565217391304,7.5,over,False,False,2021-03-19 00:00:00+00:00,1,Buddy Hield,RA,Buddy Hield,RA,8.0
21,7340,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Buddy Hield,1.869565217391304,7.5,under,False,False,2021-03-19 00:00:00+00:00,0,Buddy Hield,RA,Buddy Hield,RA,8.0
22,7341,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-130,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Daniel Theis,1.7692307692307692,7.5,over,False,False,2021-03-19 00:00:00+00:00,1,Daniel Theis,RA,Daniel Theis,RA,9.0
23,7342,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,EVEN,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Daniel Theis,2.0,7.5,under,False,False,2021-03-19 00:00:00+00:00,0,Daniel Theis,RA,Daniel Theis,RA,9.0
24,7343,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-110,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,1.9090909090909087,11.5,over,False,False,2021-03-19 00:00:00+00:00,0,De'Aaron Fox,RA,De'Aaron Fox,RA,7.0
25,7344,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-120,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - De'Aaron Fox,1.8333333333333333,11.5,under,False,False,2021-03-19 00:00:00+00:00,1,De'Aaron Fox,RA,De'Aaron Fox,RA,7.0
26,7345,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-130,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,1.7692307692307692,8.5,over,False,False,2021-03-19 00:00:00+00:00,1,Harrison Barnes,RA,Harrison Barnes,RA,16.0
27,7346,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,EVEN,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Harrison Barnes,2.0,8.5,under,False,False,2021-03-19 00:00:00+00:00,0,Harrison Barnes,RA,Harrison Barnes,RA,16.0
28,7347,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-125,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Jaylen Brown,1.8,9.5,over,False,False,2021-03-19 00:00:00+00:00,1,Jaylen Brown,RA,Jaylen Brown,RA,14.0
29,7348,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-105,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Jaylen Brown,1.9523809523809523,9.5,under,False,False,2021-03-19 00:00:00+00:00,0,Jaylen Brown,RA,Jaylen Brown,RA,14.0
30,7349,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Jayson Tatum,1.869565217391304,11.0,over,False,False,2021-03-19 00:00:00+00:00,0,Jayson Tatum,RA,Jayson Tatum,RA,10.0
31,7350,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Jayson Tatum,1.869565217391304,11.0,under,False,False,2021-03-19 00:00:00+00:00,1,Jayson Tatum,RA,Jayson Tatum,RA,10.0
32,7351,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-105,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Kemba Walker,1.9523809523809523,8.5,over,False,False,2021-03-19 00:00:00+00:00,1,Kemba Walker,RA,Kemba Walker,RA,9.0
33,7352,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-125,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,Total Rebounds and Assists - Kemba Walker,1.8,8.5,under,False,False,2021-03-19 00:00:00+00:00,0,Kemba Walker,RA,Kemba Walker,RA,9.0
34,7355,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-110,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Buddy Hield",1.9090909090909087,24.5,over,False,False,2021-03-19 00:00:00+00:00,1,Buddy Hield,PRA,Buddy Hield,PRA,30.0
35,7356,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-120,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Buddy Hield",1.8333333333333333,24.5,under,False,False,2021-03-19 00:00:00+00:00,0,Buddy Hield,PRA,Buddy Hield,PRA,30.0
36,7357,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Daniel Theis",1.869565217391304,17.5,over,False,False,2021-03-19 00:00:00+00:00,1,Daniel Theis,PRA,Daniel Theis,PRA,23.0
37,7358,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Daniel Theis",1.869565217391304,17.5,under,False,False,2021-03-19 00:00:00+00:00,0,Daniel Theis,PRA,Daniel Theis,PRA,23.0
38,7359,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-120,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",1.8333333333333333,36.5,over,False,False,2021-03-19 00:00:00+00:00,0,De'Aaron Fox,PRA,De'Aaron Fox,PRA,36.0
39,7360,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-110,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - De'Aaron Fox",1.9090909090909087,36.5,under,False,False,2021-03-19 00:00:00+00:00,1,De'Aaron Fox,PRA,De'Aaron Fox,PRA,36.0
40,7361,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",1.869565217391304,24.5,over,False,False,2021-03-19 00:00:00+00:00,1,Harrison Barnes,PRA,Harrison Barnes,PRA,31.0
41,7362,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Harrison Barnes",1.869565217391304,24.5,under,False,False,2021-03-19 00:00:00+00:00,0,Harrison Barnes,PRA,Harrison Barnes,PRA,31.0
42,7363,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Jaylen Brown",1.869565217391304,34.5,over,False,False,2021-03-19 00:00:00+00:00,0,Jaylen Brown,PRA,Jaylen Brown,PRA,33.0
43,7364,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-115,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Jaylen Brown",1.869565217391304,34.5,under,False,False,2021-03-19 00:00:00+00:00,1,Jaylen Brown,PRA,Jaylen Brown,PRA,33.0
44,7365,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-120,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Jayson Tatum",1.8333333333333333,37.5,over,False,False,2021-03-19 00:00:00+00:00,0,Jayson Tatum,PRA,Jayson Tatum,PRA,25.0
45,7366,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-110,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Jayson Tatum",1.9090909090909087,37.5,under,False,False,2021-03-19 00:00:00+00:00,1,Jayson Tatum,PRA,Jayson Tatum,PRA,25.0
46,7367,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-110,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Kemba Walker",1.9090909090909087,28.5,over,False,False,2021-03-19 00:00:00+00:00,0,Kemba Walker,PRA,Kemba Walker,PRA,25.0
47,7368,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-boston-celtics-202103191930,-120,2021-03-19 00:00:00+00:00,Boston Celtics,Sacramento Kings,0,"Total Points, Rebounds and Assists - Kemba Walker",1.8333333333333333,28.5,under,False,False,2021-03-19 00:00:00+00:00,1,Kemba Walker,PRA,Kemba Walker,PRA,25.0
48,7649,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-115,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Collin Sexton,1.869565217391304,25.0,over,False,False,2021-03-19 00:00:00+00:00,1,Collin Sexton,PTS,Collin Sexton,PTS,29.0
49,7650,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-115,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Collin Sexton,1.869565217391304,25.0,under,False,False,2021-03-19 00:00:00+00:00,0,Collin Sexton,PTS,Collin Sexton,PTS,29.0
50,7651,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Darius Garland,1.8333333333333333,16.5,over,False,False,2021-03-19 00:00:00+00:00,1,Darius Garland,PTS,Darius Garland,PTS,29.0
51,7652,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Darius Garland,1.9090909090909087,16.5,under,False,False,2021-03-19 00:00:00+00:00,0,Darius Garland,PTS,Darius Garland,PTS,29.0
52,7653,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Dejounte Murray,1.8333333333333333,17.0,over,False,False,2021-03-19 00:00:00+00:00,1,Dejounte Murray,PTS,Dejounte Murray,PTS,22.0
53,7654,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Dejounte Murray,1.9090909090909087,17.0,under,False,False,2021-03-19 00:00:00+00:00,0,Dejounte Murray,PTS,Dejounte Murray,PTS,22.0
54,7655,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - DeMar DeRozan,1.8333333333333333,19.5,over,False,False,2021-03-19 00:00:00+00:00,1,DeMar DeRozan,PTS,DeMar DeRozan,PTS,20.0
55,7656,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - DeMar DeRozan,1.9090909090909087,19.5,under,False,False,2021-03-19 00:00:00+00:00,0,DeMar DeRozan,PTS,DeMar DeRozan,PTS,20.0
56,7657,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-115,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Derrick White,1.869565217391304,15.5,over,False,False,2021-03-19 00:00:00+00:00,1,Derrick White,PTS,Derrick White,PTS,17.0
57,7658,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-115,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Derrick White,1.869565217391304,15.5,under,False,False,2021-03-19 00:00:00+00:00,0,Derrick White,PTS,Derrick White,PTS,17.0
58,7661,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Jakob Poeltl,1.9090909090909087,9.0,over,False,False,2021-03-19 00:00:00+00:00,0,Jakob Poeltl,PTS,Jakob Poeltl,PTS,8.0
59,7662,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Jakob Poeltl,1.8333333333333333,9.0,under,False,False,2021-03-19 00:00:00+00:00,1,Jakob Poeltl,PTS,Jakob Poeltl,PTS,8.0
60,7663,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-115,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Jarrett Allen,1.869565217391304,13.5,over,False,False,2021-03-19 00:00:00+00:00,1,Jarrett Allen,PTS,Jarrett Allen,PTS,15.0
61,7664,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-115,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Jarrett Allen,1.869565217391304,13.5,under,False,False,2021-03-19 00:00:00+00:00,0,Jarrett Allen,PTS,Jarrett Allen,PTS,15.0
62,7665,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Keldon Johnson,1.9090909090909087,12.5,over,False,False,2021-03-19 00:00:00+00:00,1,Keldon Johnson,PTS,Keldon Johnson,PTS,23.0
63,7666,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Keldon Johnson,1.8333333333333333,12.5,under,False,False,2021-03-19 00:00:00+00:00,0,Keldon Johnson,PTS,Keldon Johnson,PTS,23.0
64,7667,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-105,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Larry Nance Jr.,1.9523809523809523,11.5,over,False,False,2021-03-19 00:00:00+00:00,0,Larry Nance Jr.,PTS,Larry Nance Jr.,PTS,7.0
65,7668,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-125,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points - Larry Nance Jr.,1.8,11.5,under,False,False,2021-03-19 00:00:00+00:00,1,Larry Nance Jr.,PTS,Larry Nance Jr.,PTS,7.0
66,7669,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-105,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds - Jarrett Allen,1.9523809523809523,11.0,over,False,False,2021-03-19 00:00:00+00:00,0,Jarrett Allen,REB,Jarrett Allen,REB,11.0
67,7670,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-125,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds - Jarrett Allen,1.8,11.0,under,False,False,2021-03-19 00:00:00+00:00,0,Jarrett Allen,REB,Jarrett Allen,REB,11.0
68,7671,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-125,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points and Rebounds - Jarrett Allen,1.8,24.5,over,False,False,2021-03-19 00:00:00+00:00,1,Jarrett Allen,PR,Jarrett Allen,PR,26.0
69,7672,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-105,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Points and Rebounds - Jarrett Allen,1.9523809523809523,24.5,under,False,False,2021-03-19 00:00:00+00:00,0,Jarrett Allen,PR,Jarrett Allen,PR,26.0
70,7673,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Collin Sexton,1.8333333333333333,6.5,over,False,False,2021-03-19 00:00:00+00:00,1,Collin Sexton,RA,Collin Sexton,RA,7.0
71,7674,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Collin Sexton,1.9090909090909087,6.5,under,False,False,2021-03-19 00:00:00+00:00,0,Collin Sexton,RA,Collin Sexton,RA,7.0
72,7675,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-105,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Darius Garland,1.9523809523809523,8.0,over,False,False,2021-03-19 00:00:00+00:00,1,Darius Garland,RA,Darius Garland,RA,9.0
73,7676,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-125,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Darius Garland,1.8,8.0,under,False,False,2021-03-19 00:00:00+00:00,0,Darius Garland,RA,Darius Garland,RA,9.0
74,7677,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-105,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Dejounte Murray,1.9523809523809523,11.5,over,False,False,2021-03-19 00:00:00+00:00,0,Dejounte Murray,RA,Dejounte Murray,RA,9.0
75,7678,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-125,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Dejounte Murray,1.8,11.5,under,False,False,2021-03-19 00:00:00+00:00,1,Dejounte Murray,RA,Dejounte Murray,RA,9.0
76,7679,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-105,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - DeMar DeRozan,1.9523809523809523,12.0,over,False,False,2021-03-19 00:00:00+00:00,0,DeMar DeRozan,RA,DeMar DeRozan,RA,8.0
77,7680,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-125,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - DeMar DeRozan,1.8,12.0,under,False,False,2021-03-19 00:00:00+00:00,1,DeMar DeRozan,RA,DeMar DeRozan,RA,8.0
78,7681,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-110,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Derrick White,1.9090909090909087,7.5,over,False,False,2021-03-19 00:00:00+00:00,0,Derrick White,RA,Derrick White,RA,6.0
79,7682,https://www.bodog.eu/sports/basketball/nba/san-antonio-spurs-cleveland-cavaliers-202103191930,-120,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,0,Total Rebounds and Assists - Derrick White,1.8333333333333333,7.5,under,False,False,2021-03-19 00:00:00+00:00,1,Derrick White,RA,Derrick White,RA,6.0
