,Unnamed: 0,isProps,link,startTime,home,away,period,betType,price,points,designation,live,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,5,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,1.93,33.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
1,426,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,2.17,35.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
2,847,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,2.49,37.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
3,1268,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,3.15,39.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
4,1689,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,4.52,41.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
5,2110,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,7.07,43.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
6,2531,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,9.95,45.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
7,2952,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,14.12,47.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
8,3373,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,1.56,31.5,over,False,2021-03-21 00:00:00+00:00,0,Bradley Beal,PTS,Bradley Beal,PTS,17.0
9,1154074,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Points - Bradley Beal,1.83,33.5,under,False,2021-03-21 00:00:00+00:00,1,Bradley Beal,PTS,Bradley Beal,PTS,17.0
10,3794,True,https://www.bodog.eu/sports/basketball/nba/washington-wizards-brooklyn-nets-202103211900,2021-03-21 00:00:00+00:00,Brooklyn Nets,Washington Wizards,0,Total Assists - Bradley Beal,1.88,4.5,over,False,2021-03-21 00:00:00+00:00,1,Bradley Beal,AST,Bradley Beal,AST,5.0
