,Unnamed: 0,isProps,link,startTime,home,away,period,betType,price,points,designation,live,scrapeMergeDate,result,playerName,statName,name,Stat,Value
10,2147,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Jerami Grant,2.0,2.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,AST,Jerami Grant,AST,2.0
11,2385,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Jerami Grant,2.4,3.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,AST,Jerami Grant,AST,2.0
12,2623,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Jerami Grant,3.55,4.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,AST,Jerami Grant,AST,2.0
13,2861,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Jerami Grant,5.61,5.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,AST,Jerami Grant,AST,2.0
14,3099,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Jerami Grant,9.61,6.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,AST,Jerami Grant,AST,2.0
15,712790,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Jerami Grant,1.77,2.5,under,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,AST,Jerami Grant,AST,2.0
16,3337,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Jerami Grant,1.5,0.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,BLK,Jerami Grant,BLK,2.0
17,3575,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Jerami Grant,3.0,1.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,BLK,Jerami Grant,BLK,2.0
18,3813,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Jerami Grant,5.88,2.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,BLK,Jerami Grant,BLK,2.0
19,4051,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Jerami Grant,18.0,3.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,BLK,Jerami Grant,BLK,2.0
20,4289,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,1.87,4.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,REB,Jerami Grant,REB,6.0
21,4527,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,2.18,5.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,REB,Jerami Grant,REB,6.0
22,4765,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,3.09,6.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,REB,Jerami Grant,REB,6.0
23,5003,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,4.81,7.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,REB,Jerami Grant,REB,6.0
24,5241,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,8.18,8.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,REB,Jerami Grant,REB,6.0
25,5479,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,17.7,9.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,REB,Jerami Grant,REB,6.0
26,5717,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,28.9,10.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,REB,Jerami Grant,REB,6.0
27,5955,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,1.47,3.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,REB,Jerami Grant,REB,6.0
28,713028,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Jerami Grant,1.89,4.5,under,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,REB,Jerami Grant,REB,6.0
29,6193,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",1.89,30.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,PRA,Jerami Grant,PRA,37.0
30,6431,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",2.12,32.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,PRA,Jerami Grant,PRA,37.0
31,6669,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",2.39,34.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,PRA,Jerami Grant,PRA,37.0
32,6907,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",2.68,36.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,PRA,Jerami Grant,PRA,37.0
33,7145,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",3.36,38.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,PRA,Jerami Grant,PRA,37.0
34,7383,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",4.3,40.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,PRA,Jerami Grant,PRA,37.0
35,7621,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",5.49,42.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,PRA,Jerami Grant,PRA,37.0
36,7859,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",7.13,44.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,PRA,Jerami Grant,PRA,37.0
37,8097,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",1.4,28.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,PRA,Jerami Grant,PRA,37.0
38,713266,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,"Total Points, Rebounds and Assists - Jerami Grant",1.87,30.5,under,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,PRA,Jerami Grant,PRA,37.0
39,8335,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,1.85,7.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,RA,Jerami Grant,RA,8.0
40,8573,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,2.23,8.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
41,8811,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,2.79,9.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
42,9049,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,3.72,10.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
43,9287,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,5.01,11.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
44,9525,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,6.64,12.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
45,9763,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,8.79,13.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
46,10001,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,10.55,14.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,RA,Jerami Grant,RA,8.0
47,10239,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds and Assists - Jerami Grant,1.48,6.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,RA,Jerami Grant,RA,8.0
48,10477,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,1.75,0.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,STL,Jerami Grant,STL,1.0
49,10715,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,3.35,1.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,STL,Jerami Grant,STL,1.0
50,10953,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,6.0,2.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,STL,Jerami Grant,STL,1.0
51,11191,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Steals - Jerami Grant,14.15,3.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,STL,Jerami Grant,STL,1.0
52,11429,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,2.2,2.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
53,11667,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,4.37,3.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
54,11905,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,10.22,4.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
55,12143,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,22.0,5.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
56,12381,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,46.0,6.5,over,False,2021-03-24 00:00:00+00:00,0,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
57,12619,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,1.3,1.5,over,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
58,713504,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Made 3 Point Shots - Jerami Grant,1.64,2.5,under,False,2021-03-24 00:00:00+00:00,1,Jerami Grant,FG3M,Jerami Grant,FG3M,2.0
59,12857,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,1.86,10.5,over,False,2021-03-24 00:00:00+00:00,1,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
60,13095,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,2.24,12.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
61,13333,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,3.04,14.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
62,13571,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,4.26,16.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
63,13809,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,5.97,18.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
64,14047,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,8.33,20.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
65,14285,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,15.15,22.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
66,14523,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,1.48,8.5,over,False,2021-03-24 00:00:00+00:00,1,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
67,713742,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Points - Mason Plumlee,1.9,10.5,under,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,PTS,Mason Plumlee,PTS,12.0
68,14761,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,2.24,3.5,over,False,2021-03-24 00:00:00+00:00,1,Mason Plumlee,AST,Mason Plumlee,AST,4.0
69,14999,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,2.37,4.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,AST,Mason Plumlee,AST,4.0
70,15237,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,2.82,5.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,AST,Mason Plumlee,AST,4.0
71,15475,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,4.0,6.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,AST,Mason Plumlee,AST,4.0
72,15713,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,6.08,7.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,AST,Mason Plumlee,AST,4.0
73,15951,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,1.45,2.5,over,False,2021-03-24 00:00:00+00:00,1,Mason Plumlee,AST,Mason Plumlee,AST,4.0
74,713980,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Assists - Mason Plumlee,1.62,3.5,under,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,AST,Mason Plumlee,AST,4.0
75,16189,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,1.25,0.5,over,False,2021-03-24 00:00:00+00:00,1,Mason Plumlee,BLK,Mason Plumlee,BLK,1.0
76,16427,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,2.5,1.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,BLK,Mason Plumlee,BLK,1.0
77,16665,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,4.95,2.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,BLK,Mason Plumlee,BLK,1.0
78,16903,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Blocked Shots - Mason Plumlee,10.0,3.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,BLK,Mason Plumlee,BLK,1.0
79,17141,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,1.81,9.5,over,False,2021-03-24 00:00:00+00:00,1,Mason Plumlee,REB,Mason Plumlee,REB,10.0
80,17379,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,1.92,10.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,REB,Mason Plumlee,REB,10.0
81,17617,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,2.34,11.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,REB,Mason Plumlee,REB,10.0
82,17855,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,3.29,12.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,REB,Mason Plumlee,REB,10.0
83,18093,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,5.06,13.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,REB,Mason Plumlee,REB,10.0
84,18331,True,https://www.bodog.eu/sports/basketball/nba/detroit-pistons-indiana-pacers-202103241900,2021-03-24 00:00:00+00:00,Indiana Pacers,Detroit Pistons,0,Total Rebounds - Mason Plumlee,8.45,14.5,over,False,2021-03-24 00:00:00+00:00,0,Mason Plumlee,REB,Mason Plumlee,REB,10.0
