,Unnamed: 0,isProps,link,startTime,home,away,period,betType,price,points,designation,live,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,5,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,1.94,16.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
1,301,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,2.23,18.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
2,597,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,2.85,20.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
3,893,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,3.75,22.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
4,1189,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,4.96,24.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
5,1485,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,6.48,26.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
6,1781,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,8.16,28.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
7,2077,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,10.22,30.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
8,2373,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,1.55,14.5,over,False,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
9,699058,True,https://www.bodog.eu/sports/basketball/nba/sacramento-kings-cleveland-cavaliers-202103221930,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,0,Total Points - Harrison Barnes,1.82,16.5,under,False,2021-03-22 00:00:00+00:00,1,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
