,Unnamed: 0,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,0,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Cleveland-Cavaliers/1285646058,False,0,-102,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,Total Points - Dejounte Murray,over,1.98,18.5,2021-03-19 00:00:00+00:00,1,Dejounte Murray,PTS,Dejounte Murray,PTS,22.0
1,1,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Cleveland-Cavaliers/1285646058,False,0,-130,2021-03-19 00:00:00+00:00,Cleveland Cavaliers,San Antonio Spurs,Total Points - Dejounte Murray,under,1.77,18.5,2021-03-19 00:00:00+00:00,0,Dejounte Murray,PTS,Dejounte Murray,PTS,22.0
2,2,https://www.pinnacle.com/en/Basketball/NBA/Detroit-Pistons-vs-Houston-Rockets/1285662269,False,0,104,2021-03-20 00:00:00+00:00,Houston Rockets,Detroit Pistons,Total Assists - Mason Plumlee,over,2.04,3.5,2021-03-19 00:00:00+00:00,0,Mason Plumlee,AST,Mason Plumlee,AST,1.0
3,3,https://www.pinnacle.com/en/Basketball/NBA/Detroit-Pistons-vs-Houston-Rockets/1285662269,False,0,-138,2021-03-20 00:00:00+00:00,Houston Rockets,Detroit Pistons,Total Assists - Mason Plumlee,under,1.725,3.5,2021-03-19 00:00:00+00:00,1,Mason Plumlee,AST,Mason Plumlee,AST,1.0
4,8,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1285662270,False,0,-123,2021-03-20 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Assists - Draymond Green,over,1.8130000000000002,8.5,2021-03-19 00:00:00+00:00,1,Draymond Green,AST,Draymond Green,AST,13.0
5,9,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1285662270,False,0,-108,2021-03-20 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Assists - Draymond Green,under,1.926,8.5,2021-03-19 00:00:00+00:00,0,Draymond Green,AST,Draymond Green,AST,13.0
6,100,https://www.pinnacle.com/en/Basketball/NBA/Chicago-Bulls-vs-Denver-Nuggets/1285690903,False,0,102,2021-03-20 00:00:00+00:00,Denver Nuggets,Chicago Bulls,Total Blocks and Steals - Paul Millsap,over,2.02,1.5,2021-03-19 00:00:00+00:00,0,Paul Millsap,BS,Paul Millsap,BS,1.0
7,101,https://www.pinnacle.com/en/Basketball/NBA/Chicago-Bulls-vs-Denver-Nuggets/1285690903,False,0,-135,2021-03-20 00:00:00+00:00,Denver Nuggets,Chicago Bulls,Total Blocks and Steals - Paul Millsap,under,1.7409999999999999,1.5,2021-03-19 00:00:00+00:00,1,Paul Millsap,BS,Paul Millsap,BS,1.0
8,182,https://www.pinnacle.com/en/Basketball/NBA/Chicago-Bulls-vs-Denver-Nuggets/1285690903,False,0,130,2021-03-20 00:00:00+00:00,Denver Nuggets,Chicago Bulls,Total Made 3 Point Shots - Michael Porter Jr.,over,2.3,2.5,2021-03-19 00:00:00+00:00,0,Michael Porter Jr.,FG3M,Michael Porter Jr.,FG3M,1.0
9,183,https://www.pinnacle.com/en/Basketball/NBA/Chicago-Bulls-vs-Denver-Nuggets/1285690903,False,0,-177,2021-03-20 00:00:00+00:00,Denver Nuggets,Chicago Bulls,Total Made 3 Point Shots - Michael Porter Jr.,under,1.565,2.5,2021-03-19 00:00:00+00:00,1,Michael Porter Jr.,FG3M,Michael Porter Jr.,FG3M,1.0
10,184,https://www.pinnacle.com/en/Basketball/NBA/Indiana-Pacers-vs-Miami-Heat/1285662268,False,0,155,2021-03-20 00:00:00+00:00,Miami Heat,Indiana Pacers,Total Made 3 Point Shots - Myles Turner,over,2.55,1.5,2021-03-19 00:00:00+00:00,1,Myles Turner,FG3M,Myles Turner,FG3M,2.0
11,185,https://www.pinnacle.com/en/Basketball/NBA/Indiana-Pacers-vs-Miami-Heat/1285662268,False,0,-217,2021-03-20 00:00:00+00:00,Miami Heat,Indiana Pacers,Total Made 3 Point Shots - Myles Turner,under,1.4609999999999999,1.5,2021-03-19 00:00:00+00:00,0,Myles Turner,FG3M,Myles Turner,FG3M,2.0
12,186,https://www.pinnacle.com/en/Basketball/NBA/Chicago-Bulls-vs-Denver-Nuggets/1285690903,False,0,118,2021-03-20 00:00:00+00:00,Denver Nuggets,Chicago Bulls,Total Made 3 Point Shots - Jamal Murray,over,2.18,2.5,2021-03-19 00:00:00+00:00,1,Jamal Murray,FG3M,Jamal Murray,FG3M,6.0
13,187,https://www.pinnacle.com/en/Basketball/NBA/Chicago-Bulls-vs-Denver-Nuggets/1285690903,False,0,-159,2021-03-20 00:00:00+00:00,Denver Nuggets,Chicago Bulls,Total Made 3 Point Shots - Jamal Murray,under,1.629,2.5,2021-03-19 00:00:00+00:00,0,Jamal Murray,FG3M,Jamal Murray,FG3M,6.0
14,188,https://www.pinnacle.com/en/Basketball/NBA/Indiana-Pacers-vs-Miami-Heat/1285662268,False,0,-118,2021-03-20 00:00:00+00:00,Miami Heat,Indiana Pacers,"Total Points, Rebounds and Assists - Domantas Sabonis",over,1.848,37.5,2021-03-19 00:00:00+00:00,0,Domantas Sabonis,PRA,Domantas Sabonis,PRA,32.0
15,189,https://www.pinnacle.com/en/Basketball/NBA/Indiana-Pacers-vs-Miami-Heat/1285662268,False,0,-112,2021-03-20 00:00:00+00:00,Miami Heat,Indiana Pacers,"Total Points, Rebounds and Assists - Domantas Sabonis",under,1.893,37.5,2021-03-19 00:00:00+00:00,1,Domantas Sabonis,PRA,Domantas Sabonis,PRA,32.0
16,198,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1285662270,False,0,-105,2021-03-20 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Kyle Anderson,over,1.952,11.5,2021-03-19 00:00:00+00:00,0,Kyle Anderson,PTS,Kyle Anderson,PTS,7.0
