,Unnamed: 0,id_old,status_new,status_old,status,home,away,points,betType,startTime,price,designation,period,live,link,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,48,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,14.5,Total Points - Jarrett Allen,2021-03-22 00:00:00+00:00,1.77,over,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,0,Jarrett Allen,PTS,Jarrett Allen,PTS,11.0
1,49,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,14.5,Total Points - Jarrett Allen,2021-03-22 00:00:00+00:00,1.98,under,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,1,Jarrett Allen,PTS,Jarrett Allen,PTS,11.0
2,50,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,14.5,Total Points - Richaun Holmes,2021-03-22 00:00:00+00:00,1.77,over,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,1,Richaun Holmes,PTS,Richaun Holmes,PTS,17.0
3,51,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,14.5,Total Points - Richaun Holmes,2021-03-22 00:00:00+00:00,1.97,under,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,0,Richaun Holmes,PTS,Richaun Holmes,PTS,17.0
4,52,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,18.0,Total Points - Buddy Hield,2021-03-22 00:00:00+00:00,1.82,over,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,1,Buddy Hield,PTS,Buddy Hield,PTS,19.0
5,53,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,18.0,Total Points - Buddy Hield,2021-03-22 00:00:00+00:00,1.92,under,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,0,Buddy Hield,PTS,Buddy Hield,PTS,19.0
6,54,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,26.5,Total Points - Collin Sexton,2021-03-22 00:00:00+00:00,1.87,over,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,0,Collin Sexton,PTS,Collin Sexton,PTS,15.0
7,55,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,26.5,Total Points - Collin Sexton,2021-03-22 00:00:00+00:00,1.87,under,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,1,Collin Sexton,PTS,Collin Sexton,PTS,15.0
8,58,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,16.5,Total Points - Harrison Barnes,2021-03-22 00:00:00+00:00,1.87,over,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
9,59,1557359,OPEN,OPEN,OPEN,Cleveland Cavaliers,Sacramento Kings,16.5,Total Points - Harrison Barnes,2021-03-22 00:00:00+00:00,1.87,under,0,False,https://www.coolbet.com/ca/sports/match/1557359,2021-03-22 00:00:00+00:00,1,Harrison Barnes,PTS,Harrison Barnes,PTS,9.0
