,Unnamed: 0,id_old,status_new,status_old,status,home,away,points,betType,startTime,price,designation,period,live,link,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,50,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,10.0,Total Points - Daniel Theis,2021-03-19 00:00:00+00:00,1.94,over,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,1,Daniel Theis,PTS,Daniel Theis,PTS,14.0
1,51,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,10.0,Total Points - Daniel Theis,2021-03-19 00:00:00+00:00,1.8,under,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,0,Daniel Theis,PTS,Daniel Theis,PTS,14.0
2,52,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,16.5,Total Points - Buddy Hield,2021-03-19 00:00:00+00:00,1.8,over,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,1,Buddy Hield,PTS,Buddy Hield,PTS,22.0
3,53,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,16.5,Total Points - Buddy Hield,2021-03-19 00:00:00+00:00,1.94,under,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,0,Buddy Hield,PTS,Buddy Hield,PTS,22.0
4,56,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,15.5,Total Points - Harrison Barnes,2021-03-19 00:00:00+00:00,1.66,over,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,0,Harrison Barnes,PTS,Harrison Barnes,PTS,15.0
5,57,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,15.5,Total Points - Harrison Barnes,2021-03-19 00:00:00+00:00,2.1,under,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,1,Harrison Barnes,PTS,Harrison Barnes,PTS,15.0
6,58,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,24.5,Total Points - Jaylen Brown,2021-03-19 00:00:00+00:00,1.92,over,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,0,Jaylen Brown,PTS,Jaylen Brown,PTS,19.0
7,59,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,24.5,Total Points - Jaylen Brown,2021-03-19 00:00:00+00:00,1.82,under,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,1,Jaylen Brown,PTS,Jaylen Brown,PTS,19.0
8,60,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,26.5,Total Points - Jayson Tatum,2021-03-19 00:00:00+00:00,1.87,over,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,0,Jayson Tatum,PTS,Jayson Tatum,PTS,15.0
9,61,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,26.5,Total Points - Jayson Tatum,2021-03-19 00:00:00+00:00,1.87,under,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,1,Jayson Tatum,PTS,Jayson Tatum,PTS,15.0
10,62,1557331,OPEN,OPEN,OPEN,Boston Celtics,Sacramento Kings,19.5,Total Points - Kemba Walker,2021-03-19 00:00:00+00:00,1.87,over,0,False,https://www.coolbet.com/ca/sports/match/1557331,2021-03-19 00:00:00+00:00,0,Kemba Walker,PTS,Kemba Walker,PTS,16.0
