,Unnamed: 0,link,price.BodogOld,startTime,home,away,period,betType,price,points,designation,live,isProps,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,2931,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-115,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Evan Fournier,1.869565217391304,19.5,over,False,False,2021-03-23 00:00:00+00:00,1,Evan Fournier,PTS,Evan Fournier,PTS,31.0
1,2932,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-115,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Evan Fournier,1.869565217391304,19.5,under,False,False,2021-03-23 00:00:00+00:00,0,Evan Fournier,PTS,Evan Fournier,PTS,31.0
2,2933,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-120,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Jamal Murray,1.8333333333333333,21.5,over,False,False,2021-03-23 00:00:00+00:00,0,Jamal Murray,PTS,Jamal Murray,PTS,21.0
3,2934,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-110,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Jamal Murray,1.9090909090909087,21.5,under,False,False,2021-03-23 00:00:00+00:00,1,Jamal Murray,PTS,Jamal Murray,PTS,21.0
4,2935,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-130,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Michael Porter Jr.,1.7692307692307692,17.5,over,False,False,2021-03-23 00:00:00+00:00,1,Michael Porter Jr.,PTS,Michael Porter Jr.,PTS,18.0
5,2936,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,EVEN,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Michael Porter Jr.,2.0,17.5,under,False,False,2021-03-23 00:00:00+00:00,0,Michael Porter Jr.,PTS,Michael Porter Jr.,PTS,18.0
6,2937,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-115,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Nikola Jokic,1.869565217391304,26.5,over,False,False,2021-03-23 00:00:00+00:00,1,Nikola Jokic,PTS,Nikola Jokic,PTS,28.0
7,2938,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-115,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Nikola Jokic,1.869565217391304,26.5,under,False,False,2021-03-23 00:00:00+00:00,0,Nikola Jokic,PTS,Nikola Jokic,PTS,28.0
8,2939,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-115,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Nikola Vucevic,1.869565217391304,25.5,over,False,False,2021-03-23 00:00:00+00:00,0,Nikola Vucevic,PTS,Nikola Vucevic,PTS,18.0
9,2940,https://www.bodog.eu/sports/basketball/nba/denver-nuggets-orlando-magic-202103231900,-115,2021-03-23 00:00:00+00:00,Orlando Magic,Denver Nuggets,0,Total Points - Nikola Vucevic,1.869565217391304,25.5,under,False,False,2021-03-23 00:00:00+00:00,1,Nikola Vucevic,PTS,Nikola Vucevic,PTS,18.0
