,Unnamed: 0,isProps,link,startTime,home,away,period,betType,price,points,designation,live,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,5,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,1.88,13.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
1,247,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,2.11,15.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
2,489,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,2.37,17.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
3,731,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,2.87,19.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
4,973,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,3.83,21.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
5,1215,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,5.16,23.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
6,1457,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,6.81,25.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
7,1699,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,8.98,27.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
8,1941,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,1.35,11.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,PTS,Clint Capela,PTS,8.0
9,590478,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Points - Clint Capela,1.88,13.5,under,False,2021-03-20 00:00:00+00:00,1,Clint Capela,PTS,Clint Capela,PTS,8.0
10,2183,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Assists - Clint Capela,9.62,2.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,AST,Clint Capela,AST,2.0
11,2425,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Assists - Clint Capela,14.14,3.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,AST,Clint Capela,AST,2.0
12,2667,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Assists - Clint Capela,20.28,4.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,AST,Clint Capela,AST,2.0
13,2909,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Blocked Shots - Clint Capela,1.03,0.5,over,False,2021-03-20 00:00:00+00:00,1,Clint Capela,BLK,Clint Capela,BLK,1.0
14,3151,True,https://www.bodog.eu/sports/basketball/nba/atlanta-hawks-los-angeles-lakers-202103201540,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,0,Total Blocked Shots - Clint Capela,1.16,1.5,over,False,2021-03-20 00:00:00+00:00,0,Clint Capela,BLK,Clint Capela,BLK,1.0
