,Unnamed: 0,id_old,status_new,status_old,status,home,away,points,betType,startTime,price,designation,period,live,link,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,52,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,24.5,Total Points - Nikola Vucevic,2021-03-23 00:00:00+00:00,1.89,over,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,0,Nikola Vucevic,PTS,Nikola Vucevic,PTS,18.0
1,53,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,24.5,Total Points - Nikola Vucevic,2021-03-23 00:00:00+00:00,1.85,under,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,1,Nikola Vucevic,PTS,Nikola Vucevic,PTS,18.0
2,54,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,18.5,Total Points - Evan Fournier,2021-03-23 00:00:00+00:00,1.77,over,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,1,Evan Fournier,PTS,Evan Fournier,PTS,31.0
3,55,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,18.5,Total Points - Evan Fournier,2021-03-23 00:00:00+00:00,1.98,under,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,0,Evan Fournier,PTS,Evan Fournier,PTS,31.0
4,56,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,21.5,Total Points - Jamal Murray,2021-03-23 00:00:00+00:00,1.77,over,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,0,Jamal Murray,PTS,Jamal Murray,PTS,21.0
5,57,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,21.5,Total Points - Jamal Murray,2021-03-23 00:00:00+00:00,1.98,under,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,1,Jamal Murray,PTS,Jamal Murray,PTS,21.0
6,58,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,16.5,Total Points - Michael Porter Jr.,2021-03-23 00:00:00+00:00,1.72,over,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,1,Michael Porter Jr.,PTS,Michael Porter Jr.,PTS,18.0
7,59,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,16.5,Total Points - Michael Porter Jr.,2021-03-23 00:00:00+00:00,2.02,under,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,0,Michael Porter Jr.,PTS,Michael Porter Jr.,PTS,18.0
8,60,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,25.5,Total Points - Nikola Jokic,2021-03-23 00:00:00+00:00,1.83,over,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,1,Nikola Jokic,PTS,Nikola Jokic,PTS,28.0
9,61,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,25.5,Total Points - Nikola Jokic,2021-03-23 00:00:00+00:00,1.91,under,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,0,Nikola Jokic,PTS,Nikola Jokic,PTS,28.0
10,62,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,8.5,Total Points - Paul Millsap,2021-03-23 00:00:00+00:00,1.83,over,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,0,Paul Millsap,PTS,Paul Millsap,PTS,2.0
11,63,1557349,OPEN,OPEN,OPEN,Orlando Magic,Denver Nuggets,8.5,Total Points - Paul Millsap,2021-03-23 00:00:00+00:00,1.91,under,0,False,https://www.coolbet.com/ca/sports/match/1557349,2021-03-23 00:00:00+00:00,1,Paul Millsap,PTS,Paul Millsap,PTS,2.0
