,Unnamed: 0,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,2,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,-180,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Made 3 Point Shots - Shai Gilgeous-Alexander,over,1.556,1.5,2021-03-22 00:00:00+00:00,1,Shai Gilgeous-Alexander,FG3M,Shai Gilgeous-Alexander,FG3M,4.0
1,3,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,132,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Made 3 Point Shots - Shai Gilgeous-Alexander,under,2.32,1.5,2021-03-22 00:00:00+00:00,0,Shai Gilgeous-Alexander,FG3M,Shai Gilgeous-Alexander,FG3M,4.0
2,4,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,-125,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Points - John Wall,over,1.8,21.5,2021-03-22 00:00:00+00:00,0,John Wall,PTS,John Wall,PTS,19.0
3,5,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,-106,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Points - John Wall,under,1.943,21.5,2021-03-22 00:00:00+00:00,1,John Wall,PTS,John Wall,PTS,19.0
4,10,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,110,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Blocks and Steals - Buddy Hield,over,2.1,1.5,2021-03-22 00:00:00+00:00,0,Buddy Hield,BS,Buddy Hield,BS,1.0
5,11,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,-146,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Blocks and Steals - Buddy Hield,under,1.685,1.5,2021-03-22 00:00:00+00:00,1,Buddy Hield,BS,Buddy Hield,BS,1.0
6,96,https://www.pinnacle.com/en/Basketball/NBA/Charlotte-Hornets-vs-San-Antonio-Spurs/1287770997,False,0,-107,2021-03-23 00:00:00+00:00,San Antonio Spurs,Charlotte Hornets,Total Points - DeMar DeRozan,over,1.935,20.5,2021-03-22 00:00:00+00:00,1,DeMar DeRozan,PTS,DeMar DeRozan,PTS,28.0
7,97,https://www.pinnacle.com/en/Basketball/NBA/Charlotte-Hornets-vs-San-Antonio-Spurs/1287770997,False,0,-124,2021-03-23 00:00:00+00:00,San Antonio Spurs,Charlotte Hornets,Total Points - DeMar DeRozan,under,1.807,20.5,2021-03-22 00:00:00+00:00,0,DeMar DeRozan,PTS,DeMar DeRozan,PTS,28.0
8,98,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,153,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Made 3 Point Shots - Danuel House Jr.,over,2.53,2.5,2021-03-22 00:00:00+00:00,0,Danuel House Jr.,FG3M,Danuel House Jr.,FG3M,2.0
9,99,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,-213,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Made 3 Point Shots - Danuel House Jr.,under,1.47,2.5,2021-03-22 00:00:00+00:00,1,Danuel House Jr.,FG3M,Danuel House Jr.,FG3M,2.0
10,204,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,-138,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Points - Moses Brown,over,1.725,11.5,2021-03-22 00:00:00+00:00,0,Moses Brown,PTS,Moses Brown,PTS,4.0
11,205,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,104,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Points - Moses Brown,under,2.04,11.5,2021-03-22 00:00:00+00:00,1,Moses Brown,PTS,Moses Brown,PTS,4.0
12,208,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,138,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Turnovers - Richaun Holmes,over,2.38,1.5,2021-03-22 00:00:00+00:00,0,Richaun Holmes,TOV,Richaun Holmes,TOV,1.0
13,209,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,-189,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Turnovers - Richaun Holmes,under,1.5290000000000001,1.5,2021-03-22 00:00:00+00:00,1,Richaun Holmes,TOV,Richaun Holmes,TOV,1.0
14,212,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,-173,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Turnovers - Isaiah Roby,over,1.578,1.5,2021-03-22 00:00:00+00:00,1,Isaiah Roby,TOV,Isaiah Roby,TOV,3.0
15,213,https://www.pinnacle.com/en/Basketball/NBA/Oklahoma-City-Thunder-vs-Minnesota-Timberwolves/1287756756,False,0,128,2021-03-23 00:00:00+00:00,Minnesota Timberwolves,Oklahoma City Thunder,Total Turnovers - Isaiah Roby,under,2.28,1.5,2021-03-22 00:00:00+00:00,0,Isaiah Roby,TOV,Isaiah Roby,TOV,3.0
16,220,https://www.pinnacle.com/en/Basketball/NBA/Boston-Celtics-vs-Memphis-Grizzlies/1287784127,False,0,-187,2021-03-23 00:00:00+00:00,Memphis Grizzlies,Boston Celtics,Total Assists - Daniel Theis,over,1.535,1.5,2021-03-22 00:00:00+00:00,1,Daniel Theis,AST,Daniel Theis,AST,4.0
17,221,https://www.pinnacle.com/en/Basketball/NBA/Boston-Celtics-vs-Memphis-Grizzlies/1287784127,False,0,137,2021-03-23 00:00:00+00:00,Memphis Grizzlies,Boston Celtics,Total Assists - Daniel Theis,under,2.37,1.5,2021-03-22 00:00:00+00:00,0,Daniel Theis,AST,Daniel Theis,AST,4.0
18,300,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Points - Richaun Holmes,over,1.869,14.5,2021-03-22 00:00:00+00:00,1,Richaun Holmes,PTS,Richaun Holmes,PTS,17.0
19,301,https://www.pinnacle.com/en/Basketball/NBA/Sacramento-Kings-vs-Cleveland-Cavaliers/1287748061,False,0,-115,2021-03-22 00:00:00+00:00,Cleveland Cavaliers,Sacramento Kings,Total Points - Richaun Holmes,under,1.869,14.5,2021-03-22 00:00:00+00:00,0,Richaun Holmes,PTS,Richaun Holmes,PTS,17.0
20,302,https://www.pinnacle.com/en/Basketball/NBA/Charlotte-Hornets-vs-San-Antonio-Spurs/1287770997,False,0,-112,2021-03-23 00:00:00+00:00,San Antonio Spurs,Charlotte Hornets,"Total Points, Rebounds and Assists - Dejounte Murray",over,1.893,28.5,2021-03-22 00:00:00+00:00,0,Dejounte Murray,PRA,Dejounte Murray,PRA,20.0
21,303,https://www.pinnacle.com/en/Basketball/NBA/Charlotte-Hornets-vs-San-Antonio-Spurs/1287770997,False,0,-118,2021-03-23 00:00:00+00:00,San Antonio Spurs,Charlotte Hornets,"Total Points, Rebounds and Assists - Dejounte Murray",under,1.848,28.5,2021-03-22 00:00:00+00:00,1,Dejounte Murray,PRA,Dejounte Murray,PRA,20.0
22,304,https://www.pinnacle.com/en/Basketball/NBA/Utah-Jazz-vs-Chicago-Bulls/1287784123,False,0,-124,2021-03-23 00:00:00+00:00,Chicago Bulls,Utah Jazz,"Total Points, Rebounds and Assists - Thaddeus Young",over,1.807,23.5,2021-03-22 00:00:00+00:00,1,Thaddeus Young,PRA,Thaddeus Young,PRA,25.0
23,305,https://www.pinnacle.com/en/Basketball/NBA/Utah-Jazz-vs-Chicago-Bulls/1287784123,False,0,-107,2021-03-23 00:00:00+00:00,Chicago Bulls,Utah Jazz,"Total Points, Rebounds and Assists - Thaddeus Young",under,1.935,23.5,2021-03-22 00:00:00+00:00,0,Thaddeus Young,PRA,Thaddeus Young,PRA,25.0
24,308,https://www.pinnacle.com/en/Basketball/NBA/Toronto-Raptors-vs-Houston-Rockets/1287784126,False,0,-151,2021-03-23 00:00:00+00:00,Houston Rockets,Toronto Raptors,Total Assists - Fred VanVleet,over,1.662,5.5,2021-03-22 00:00:00+00:00,0,Fred VanVleet,AST,Fred VanVleet,AST,2.0
