,Unnamed: 0,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,78,https://www.pinnacle.com/en/Basketball/NBA/Denver-Nuggets-vs-Toronto-Raptors/1289726932,False,0,-112,2021-03-24 00:00:00+00:00,Toronto Raptors,Denver Nuggets,"Total Points, Rebounds and Assists - Will Barton",over,1.893,23.5,2021-03-24 00:00:00+00:00,0,Will Barton,PRA,Will Barton,PRA,3.0
1,79,https://www.pinnacle.com/en/Basketball/NBA/Denver-Nuggets-vs-Toronto-Raptors/1289726932,False,0,-119,2021-03-24 00:00:00+00:00,Toronto Raptors,Denver Nuggets,"Total Points, Rebounds and Assists - Will Barton",under,1.841,23.5,2021-03-24 00:00:00+00:00,1,Will Barton,PRA,Will Barton,PRA,3.0
2,80,https://www.pinnacle.com/en/Basketball/NBA/Denver-Nuggets-vs-Toronto-Raptors/1289726932,False,0,-101,2021-03-24 00:00:00+00:00,Toronto Raptors,Denver Nuggets,Total Rebounds - Kyle Lowry,over,1.99,5.5,2021-03-24 00:00:00+00:00,0,Kyle Lowry,REB,Kyle Lowry,REB,5.0
3,81,https://www.pinnacle.com/en/Basketball/NBA/Denver-Nuggets-vs-Toronto-Raptors/1289726932,False,0,-131,2021-03-24 00:00:00+00:00,Toronto Raptors,Denver Nuggets,Total Rebounds - Kyle Lowry,under,1.764,5.5,2021-03-24 00:00:00+00:00,1,Kyle Lowry,REB,Kyle Lowry,REB,5.0
4,84,https://www.pinnacle.com/en/Basketball/NBA/Cleveland-Cavaliers-vs-Chicago-Bulls/1289738633,False,0,-119,2021-03-25 00:00:00+00:00,Chicago Bulls,Cleveland Cavaliers,Total Assists - Darius Garland,over,1.841,5.5,2021-03-24 00:00:00+00:00,1,Darius Garland,AST,Darius Garland,AST,9.0
5,85,https://www.pinnacle.com/en/Basketball/NBA/Cleveland-Cavaliers-vs-Chicago-Bulls/1289738633,False,0,-111,2021-03-25 00:00:00+00:00,Chicago Bulls,Cleveland Cavaliers,Total Assists - Darius Garland,under,1.901,5.5,2021-03-24 00:00:00+00:00,0,Darius Garland,AST,Darius Garland,AST,9.0
6,86,https://www.pinnacle.com/en/Basketball/NBA/Boston-Celtics-vs-Milwaukee-Bucks/1289726917,False,0,-106,2021-03-24 00:00:00+00:00,Milwaukee Bucks,Boston Celtics,Total Points - Daniel Theis,over,1.943,9.5,2021-03-24 00:00:00+00:00,1,Daniel Theis,PTS,Daniel Theis,PTS,10.0
7,87,https://www.pinnacle.com/en/Basketball/NBA/Boston-Celtics-vs-Milwaukee-Bucks/1289726917,False,0,-125,2021-03-24 00:00:00+00:00,Milwaukee Bucks,Boston Celtics,Total Points - Daniel Theis,under,1.8,9.5,2021-03-24 00:00:00+00:00,0,Daniel Theis,PTS,Daniel Theis,PTS,10.0
8,88,https://www.pinnacle.com/en/Basketball/NBA/Cleveland-Cavaliers-vs-Chicago-Bulls/1289738633,False,0,-114,2021-03-25 00:00:00+00:00,Chicago Bulls,Cleveland Cavaliers,Total Made 3 Point Shots - Lauri Markkanen,over,1.8769999999999998,2.5,2021-03-24 00:00:00+00:00,0,Lauri Markkanen,FG3M,Lauri Markkanen,FG3M,1.0
9,89,https://www.pinnacle.com/en/Basketball/NBA/Cleveland-Cavaliers-vs-Chicago-Bulls/1289738633,False,0,-115,2021-03-25 00:00:00+00:00,Chicago Bulls,Cleveland Cavaliers,Total Made 3 Point Shots - Lauri Markkanen,under,1.869,2.5,2021-03-24 00:00:00+00:00,1,Lauri Markkanen,FG3M,Lauri Markkanen,FG3M,1.0
