,Unnamed: 0,link,period,home,away,startTime,betType,price,points,designation,live,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,472,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Jayson Tatum,1.909,0.0,over,False,2021-03-24 00:00:00+00:00,1,Jayson Tatum,PTS,Jayson Tatum,PTS,18.0
1,473,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Jayson Tatum,1.909,0.0,under,False,2021-03-24 00:00:00+00:00,0,Jayson Tatum,PTS,Jayson Tatum,PTS,18.0
2,474,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Jaylen Brown,1.87,0.0,over,False,2021-03-24 00:00:00+00:00,1,Jaylen Brown,PTS,Jaylen Brown,PTS,24.0
3,475,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Jaylen Brown,1.952,0.0,under,False,2021-03-24 00:00:00+00:00,0,Jaylen Brown,PTS,Jaylen Brown,PTS,24.0
4,476,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Kemba Walker,1.87,0.0,over,False,2021-03-24 00:00:00+00:00,1,Kemba Walker,PTS,Kemba Walker,PTS,23.0
5,477,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Kemba Walker,1.952,0.0,under,False,2021-03-24 00:00:00+00:00,0,Kemba Walker,PTS,Kemba Walker,PTS,23.0
6,478,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Marcus Smart,1.909,0.0,over,False,2021-03-24 00:00:00+00:00,1,Marcus Smart,PTS,Marcus Smart,PTS,12.0
7,479,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Marcus Smart,1.909,0.0,under,False,2021-03-24 00:00:00+00:00,0,Marcus Smart,PTS,Marcus Smart,PTS,12.0
8,480,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Daniel Theis,1.952,0.0,over,False,2021-03-24 00:00:00+00:00,1,Daniel Theis,PTS,Daniel Theis,PTS,10.0
9,481,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Points - Daniel Theis,1.87,0.0,under,False,2021-03-24 00:00:00+00:00,0,Daniel Theis,PTS,Daniel Theis,PTS,10.0
10,482,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Jayson Tatum,1.909,7.5,over,False,2021-03-24 00:00:00+00:00,1,Jayson Tatum,REB,Jayson Tatum,REB,8.0
11,483,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Jayson Tatum,1.8330000000000002,7.5,under,False,2021-03-24 00:00:00+00:00,0,Jayson Tatum,REB,Jayson Tatum,REB,8.0
12,484,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Daniel Theis,1.7,6.5,over,False,2021-03-24 00:00:00+00:00,0,Daniel Theis,REB,Daniel Theis,REB,2.0
13,485,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Daniel Theis,2.1,6.5,under,False,2021-03-24 00:00:00+00:00,1,Daniel Theis,REB,Daniel Theis,REB,2.0
14,486,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Jaylen Brown,1.75,5.5,over,False,2021-03-24 00:00:00+00:00,1,Jaylen Brown,REB,Jaylen Brown,REB,10.0
15,487,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Jaylen Brown,2.0,5.5,under,False,2021-03-24 00:00:00+00:00,0,Jaylen Brown,REB,Jaylen Brown,REB,10.0
16,488,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Kemba Walker,1.75,3.5,over,False,2021-03-24 00:00:00+00:00,0,Kemba Walker,REB,Kemba Walker,REB,2.0
17,489,https://sports.betway.com/en/sports/evt/7384230,0,Milwaukee Bucks,Boston Celtics,2021-03-24 00:00:00+00:00,Total Rebounds - Kemba Walker,2.0,3.5,under,False,2021-03-24 00:00:00+00:00,1,Kemba Walker,REB,Kemba Walker,REB,2.0
